family,rate,system,label,seed,goodput_ttft10_tpot100,goodput_ttft10_tpot150,goodput_ttft10_tpot50,goodput_ttft3_tpot100,goodput_ttft3_tpot150,goodput_ttft3_tpot50,goodput_ttft5_tpot100,goodput_ttft5_tpot150,goodput_ttft5_tpot50,goodput_turn10,goodput_turn30,goodput_turn60,output_tokens_per_s,pass_ttft10_tpot100,pass_ttft10_tpot150,pass_ttft10_tpot50,pass_ttft3_tpot100,pass_ttft3_tpot150,pass_ttft3_tpot50,pass_ttft5_tpot100,pass_ttft5_tpot150,pass_ttft5_tpot50,pass_turn10,pass_turn30,pass_turn60,resume_ttft_p50_s,resume_ttft_p99_s,tpot_p50_ms,tpot_p99_ms,turn_latency_mean_s,turn_latency_p50_s,turn_latency_p99_s
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,104,665.649,708.468,419.343,606.424,645.797,372.559,635.206,676.106,395.475,90.3531,257.435,422.307,819.214,0.831441,0.88224,0.546469,0.772754,0.821628,0.499519,0.799307,0.849336,0.518953,0.417549,0.722532,0.869348,0.476777,50.7275,34.885,134.781,33.1723,13.6195,329.671
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,105,564.963,605.283,485.461,515.38,553.321,438.107,537.173,577.167,459.11,98.5699,257.778,402.358,719.344,0.806192,0.854007,0.690182,0.7427,0.786988,0.636292,0.773663,0.819518,0.663531,0.47815,0.745444,0.873604,0.611923,77.937,21.2119,162.903,29.2176,10.839,271.072
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,106,631.739,665.769,360.582,586.361,620.071,324.78,611.806,645.831,343.087,71.6669,201.952,351.091,785.447,0.828239,0.890306,0.473092,0.779299,0.84024,0.431839,0.8018,0.863304,0.449653,0.381961,0.681418,0.840428,0.493472,77.808,41.6865,132.36,36.2622,15.8702,333.651
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,107,658.081,658.885,558.357,614.453,615.256,515.613,640.968,641.773,541.735,132.975,324.711,460.615,721.676,0.907146,0.90882,0.784518,0.851879,0.853368,0.730927,0.879233,0.880908,0.756978,0.555452,0.811128,0.919055,0.414061,60.8566,19.2986,75.8482,21.975,8.30447,201.014
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,108,493.071,633.316,322.284,406.353,535.455,248.734,440.159,575.352,274.467,82.9278,227.407,366.562,767.047,0.684173,0.834965,0.480506,0.588392,0.728325,0.401638,0.636283,0.78298,0.437778,0.410717,0.70162,0.839594,0.812869,61.6481,23.9842,226.716,39.8632,13.9293,413.071
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,109,672.115,682.621,441.888,602.006,612.028,382.581,636.066,646.258,407.898,90.476,251.037,414.626,797.583,0.847983,0.871578,0.59312,0.769813,0.790886,0.523955,0.801333,0.823127,0.550072,0.431196,0.712356,0.863112,0.536483,64.9413,28.736,119.585,31.7402,12.8526,268.546
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,110,527.801,592.138,365.974,466.765,528.062,311.007,496.107,560.355,335.457,66.2978,194.325,329.485,698.337,0.747592,0.853565,0.522158,0.680796,0.782916,0.464355,0.71976,0.825305,0.495611,0.39863,0.673303,0.830657,0.599139,113.169,29.92,178.706,37.9703,14.9413,366.749
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,101,756.472,756.473,638.674,690.796,690.797,580.899,725.908,725.909,609.267,96.7717,255.228,403.156,772.787,0.989663,0.990237,0.823507,0.927259,0.927833,0.771057,0.959418,0.959992,0.79709,0.536562,0.813936,0.910796,0.402365,9.69385,31.1807,76.981,23.9764,9.06416,249.951
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,102,763.393,763.402,547.134,713.377,713.386,507.493,741.565,741.574,531.675,73.9652,224.96,370.734,792.366,0.9744,0.977225,0.655014,0.913489,0.916314,0.614407,0.951448,0.954273,0.638595,0.44721,0.758828,0.878531,0.416702,26.1981,39.4443,83.4637,29.5035,11.4887,276.212
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,103,699.882,699.899,497.35,645.435,645.451,460.47,679.962,679.979,485.689,114.726,277.255,401.072,716.219,0.981273,0.984127,0.666132,0.917068,0.919386,0.632067,0.959515,0.96219,0.655966,0.530408,0.817728,0.910647,0.447083,13.3749,32.2462,90.893,23.0038,9.23556,212.832
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,104,833.507,833.508,640.407,778.881,778.882,600.443,809.675,809.676,622.187,66.2169,236.707,374.708,842.524,0.988864,0.989241,0.722914,0.931484,0.931861,0.689317,0.961684,0.962061,0.707437,0.421857,0.755002,0.876368,0.40546,9.96584,40.7858,71.8781,30.8707,12.5771,299.656
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,105,751.914,751.914,650.402,693.095,693.095,604.361,725.94,725.94,633.135,95.16,280.285,430.513,790.461,0.964345,0.964529,0.804999,0.884212,0.884396,0.745635,0.925749,0.925933,0.77835,0.497335,0.79342,0.902775,0.503753,29.4131,30.4108,71.0712,23.9153,10.0945,201.589
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,106,764.956,764.958,412.328,707.997,707.998,379.691,744.199,744.2,405.782,50.8633,186.05,316.967,772.826,0.987419,0.988159,0.504533,0.948566,0.949306,0.486586,0.968733,0.969473,0.496762,0.377983,0.726549,0.86272,0.401599,10.5734,49.8311,80.344,34.3158,13.8986,303.485
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,107,734.359,734.359,731.271,702.276,702.276,699.357,726.902,726.902,723.814,120.802,306.843,458.841,747.968,0.986963,0.986963,0.976313,0.956298,0.956298,0.945832,0.978884,0.978884,0.968234,0.592178,0.842637,0.932978,0.388729,14.9723,25.6145,50.2679,18.154,7.39119,153.32
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,108,750.928,768.514,306.892,695.211,711.403,289.782,730.286,747.322,296.806,60.5552,194.613,324.933,786.657,0.943943,0.975529,0.380944,0.871225,0.899167,0.360812,0.915481,0.946026,0.370184,0.380423,0.717459,0.855432,0.491652,23.0881,55.9006,106.811,37.4042,14.0983,377.343
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,109,790.232,790.233,665.453,729.876,729.876,613.599,763.786,763.786,642.86,80.0361,244.256,402.435,811.818,0.978757,0.978933,0.798982,0.926966,0.927142,0.760183,0.957163,0.957338,0.782654,0.463308,0.771419,0.89361,0.418681,18.3706,38.8057,77.0245,27.5975,11.2933,249.804
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,110,687.334,697.45,423.945,645.088,654.951,399.148,674.466,684.417,417.462,67.1162,199.267,325.807,712.771,0.952322,0.987259,0.565762,0.909166,0.942252,0.541718,0.94143,0.975956,0.559597,0.429922,0.736128,0.863337,0.464271,13.231,43.7266,106.556,33.1864,12.3525,320.746
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,101,285.923,285.923,285.923,183.034,183.034,183.034,221.997,221.997,221.997,50.2654,150.693,273.889,662.726,0.55301,0.55301,0.55301,0.384597,0.384597,0.384597,0.459664,0.459664,0.459664,0.357543,0.593224,0.746039,6.60181,485.583,21.824,28.3515,57.6618,19.6679,534.155
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,102,269.511,269.511,269.511,152.718,152.718,152.718,194.758,194.758,194.758,49.5852,159.578,307.269,625.97,0.522727,0.522727,0.522727,0.349026,0.349026,0.349026,0.420455,0.420455,0.420455,0.326299,0.590909,0.762755,8.39658,557.457,21.7042,27.3897,59.0904,21.2602,576.651
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,103,312.407,312.407,312.407,183.902,183.902,183.902,243.538,243.538,243.538,66.0811,204.493,327.506,617.278,0.628272,0.628272,0.628272,0.408813,0.408813,0.408813,0.506763,0.506763,0.506763,0.392234,0.676047,0.806501,4.85524,326.181,21.0105,28.7421,46.0602,14.3852,334.463
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,104,397.138,397.138,397.138,224.441,224.441,224.441,284.897,284.897,284.897,53.9055,203.687,364.325,831.13,0.570848,0.570848,0.570848,0.369649,0.369649,0.369649,0.443921,0.443921,0.443921,0.314854,0.619863,0.788955,6.94572,372.147,22.0486,28.2081,48.5191,20.0194,383.856
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,105,274.815,274.815,274.815,170.123,170.123,170.123,216.919,216.919,216.919,52.9992,178.99,304.117,638.474,0.547544,0.547544,0.547544,0.386402,0.386402,0.386402,0.459714,0.459714,0.459714,0.338011,0.601258,0.755383,6.72214,432.464,20.7779,26.7547,55.1156,19.5488,449.584
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,106,287.764,287.764,287.764,183.187,183.187,183.187,221.795,221.795,221.795,60.43,182.085,313.053,663.395,0.56236,0.56236,0.56236,0.390031,0.390031,0.390031,0.460438,0.460438,0.460438,0.36321,0.624274,0.777604,6.5177,418.796,21.5789,28.8605,52.9705,18.1329,450.553
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,107,279.212,279.212,279.212,168.401,168.401,168.401,213.892,213.892,213.892,55.3736,180.179,322.361,650.602,0.547229,0.547229,0.547229,0.367512,0.367512,0.367512,0.439309,0.439309,0.439309,0.34171,0.619699,0.778326,7.48626,503.099,21.1602,26.6468,55.0689,18.4605,543.515
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,108,242.555,242.555,242.555,102.242,102.242,102.242,156.276,156.276,156.276,39.568,150.341,296.846,739.073,0.419783,0.419783,0.419783,0.241522,0.241522,0.241522,0.307826,0.307826,0.307826,0.246087,0.533261,0.721522,14.2389,582.421,21.7444,27.3312,64.1245,26.5712,582.654
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,109,298.575,298.575,298.575,176.428,176.428,176.428,224.317,224.317,224.317,53.5851,171.074,315.773,673.863,0.541039,0.541039,0.541039,0.358894,0.358894,0.358894,0.436024,0.436024,0.436024,0.337756,0.595907,0.753317,7.64883,592.464,21.7369,27.5876,56.5566,20.1796,600.526
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,110,207.081,207.081,207.081,122.432,122.432,122.432,158.015,158.015,158.015,39.367,132.058,235.08,585.346,0.498809,0.498809,0.498809,0.324596,0.324596,0.324596,0.397141,0.397141,0.397141,0.307916,0.553879,0.711941,9.88214,675.354,21.7606,28.2314,69.5903,24.2172,715.818
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,101,597.064,648.91,479.384,524.894,574.913,412.255,557.661,608.612,442.406,93.6736,243.811,386.481,761.974,0.814754,0.87245,0.656707,0.729034,0.782815,0.579023,0.764063,0.819493,0.611168,0.473522,0.746136,0.867505,0.538397,106.399,21.2995,142.26,30.6589,11.1217,294.658
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,102,635.473,645.997,265.267,549.328,559.681,201.256,584.32,594.838,222.188,65.6732,214.595,347.067,765.394,0.835593,0.862524,0.419209,0.735028,0.759699,0.339548,0.783804,0.810169,0.373446,0.382674,0.705085,0.849718,0.592608,78.1069,44.0282,140.732,35.1876,14.6236,330.223
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,103,603.751,621.692,321.798,537.249,554.433,279.223,568.263,586.197,298.192,84.3157,236.566,388.896,731.708,0.822271,0.863229,0.511977,0.746937,0.784056,0.452734,0.783873,0.824099,0.479064,0.425123,0.722984,0.872372,0.584554,70.2365,31.837,152.614,30.6079,12.9278,256.904
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,104,722.03,745.166,461.765,643.059,665.725,399.38,674.054,696.902,425.052,79.38,248.889,425.3,872.652,0.818235,0.869082,0.539061,0.745373,0.794272,0.480421,0.778102,0.827197,0.504968,0.381064,0.702318,0.860316,0.525243,59.4399,34.1277,125.257,35.5941,14.9654,340.288
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,105,592.759,604.838,435.93,513.911,525.602,371.49,554.571,566.605,402.936,88.5692,246.703,397.529,717.203,0.815554,0.842795,0.631732,0.71387,0.737575,0.547931,0.762737,0.787482,0.588064,0.446247,0.726346,0.867956,0.673581,118.488,21.0586,209.145,30.916,12.1921,271.187
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,106,427.476,629.158,371.115,357.712,553.823,304.37,386.839,586.907,331.257,90.6288,223.706,358.809,752.917,0.624846,0.867967,0.535934,0.559548,0.798152,0.473306,0.586242,0.827926,0.498768,0.411294,0.680698,0.826899,0.520397,94.0024,22.4083,146.431,40.551,14.4087,429.913
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,107,690.796,692.147,492.026,626.541,627.881,431.811,660.048,661.392,462.923,101.649,268.525,412.677,765.383,0.88919,0.896358,0.661953,0.808601,0.814607,0.589113,0.851995,0.858388,0.627276,0.472104,0.752034,0.879892,0.487054,87.583,24.4339,100.683,28.4593,11.0543,241.289
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,108,459.367,600.702,243.704,386.789,518.33,182.826,425.184,562.232,211.877,65.0996,194.361,309.931,753.657,0.612987,0.797723,0.366673,0.526404,0.696772,0.296884,0.569509,0.750327,0.329166,0.351745,0.640978,0.793245,0.722559,118.014,51.5275,244.243,48.0167,18.5973,484.631
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,109,590.144,639.717,414.909,518.692,562.909,352.545,553.17,600.305,381.561,97.8437,260.124,415.487,798.355,0.787285,0.840325,0.593236,0.694142,0.740713,0.510627,0.741637,0.792275,0.552578,0.443541,0.727592,0.867677,0.650206,74.0196,21.6863,153.109,31.001,12.5022,287.735
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,110,538.166,591.145,403.227,477.227,528.286,349.083,506.866,559.845,371.948,65.1314,199.534,329.302,719.832,0.769613,0.845354,0.575627,0.695229,0.768935,0.507122,0.735248,0.810988,0.541488,0.396337,0.675333,0.820032,0.646196,143.407,26.7869,151.952,38.5457,14.7864,311.516
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,101,770.785,783.097,671.303,706.103,716.963,616.964,738.713,750.556,643.481,100.925,265.163,407.75,794.843,0.968373,0.988535,0.821309,0.905515,0.923503,0.772287,0.934967,0.954339,0.796798,0.526982,0.803321,0.904329,0.397817,9.64938,30.9691,109.022,25.2229,9.24671,263.516
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,102,773.043,773.048,472.046,721.6,721.603,440.511,759.369,759.374,464.214,73.5266,225.452,364.135,810.91,0.96515,0.966414,0.555616,0.90827,0.909354,0.526544,0.947996,0.94926,0.546226,0.433008,0.746659,0.869809,0.439834,46.8399,46.6677,84.214,31.0879,11.9837,298.592
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,103,768.345,768.363,548.623,712.116,712.132,513.428,743.359,743.375,533.819,104.005,286.127,435.942,791.207,0.974472,0.979036,0.68656,0.910228,0.914286,0.648183,0.951817,0.955875,0.673204,0.499239,0.803043,0.908538,0.454579,17.9446,34.4783,92.3513,24.7181,10.0136,246.933
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,104,862.382,882.278,526.202,800.796,818.947,499.001,835.091,854.658,514.839,80.2625,245.014,393.485,894.2,0.9542,0.989168,0.573736,0.900418,0.931205,0.554542,0.931205,0.964272,0.565184,0.424553,0.735842,0.86507,0.413289,9.75673,44.2817,104.403,33.5474,13.0222,317.09
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,105,751.87,751.871,675.29,669.594,669.594,604.04,710.045,710.045,640.71,92.0705,277.985,432.894,784.495,0.96466,0.964854,0.84466,0.861748,0.861942,0.758252,0.911456,0.91165,0.799806,0.493398,0.797864,0.906602,0.514676,26.9148,32.174,70.506,23.5149,10.1986,195.027
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,106,774.393,774.406,401.545,733.71,733.724,374.544,755.924,755.937,392.014,55.7824,197.231,333.014,783.083,0.984791,0.988593,0.487833,0.95076,0.954563,0.469582,0.96711,0.970913,0.479087,0.378707,0.725665,0.863118,0.407002,10.3442,50.3337,90.7781,34.8097,13.9421,333.949
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,107,792.328,792.328,739.499,751.147,751.147,702.313,782.319,782.319,730.059,97.6569,272.352,426.131,797.863,0.989992,0.989992,0.906722,0.949207,0.949207,0.873489,0.978097,0.978097,0.898036,0.516427,0.80287,0.910121,0.402684,8.96648,34.5211,62.6023,23.5029,9.50057,205.504
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,108,643.434,738.566,160.22,580.564,666.751,146.398,618.567,709.152,154.264,37.4713,157.485,265.931,766.058,0.795161,0.965981,0.215754,0.72585,0.876296,0.20211,0.768601,0.931053,0.209569,0.283063,0.65745,0.81408,0.5333,31.0911,70.7404,127.321,45.0906,18.1417,396.598
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,109,776.269,776.272,388.655,701.988,701.991,354.684,744.482,744.486,372.007,62.559,212.891,349.533,800.322,0.97619,0.977493,0.494606,0.910714,0.912016,0.468192,0.948103,0.949405,0.483445,0.408296,0.739583,0.867746,0.448344,22.7769,49.8928,82.4861,32.6057,13.0219,280.094
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,110,714.33,726.68,421.307,673.176,683.523,401.429,706.186,718.262,416.041,67.8095,208.896,339.727,737.609,0.958875,0.990411,0.533561,0.918176,0.945664,0.512039,0.949712,0.97997,0.52866,0.428511,0.740251,0.86661,0.446516,7.52004,47.544,108.003,32.125,12.2821,289.274
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,101,328.844,328.844,328.844,182.929,182.929,182.929,241.71,241.71,241.71,51.2686,164.841,311.118,703.238,0.553797,0.553797,0.553797,0.372687,0.372687,0.372687,0.446446,0.446446,0.446446,0.346397,0.606621,0.77556,6.67808,584.341,21.9644,31.1599,57.6466,19.5191,616.194
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,102,273.898,273.898,273.898,151.442,151.442,151.442,195.857,195.857,195.857,50.1785,163.503,310.098,653.893,0.516068,0.516068,0.516068,0.329683,0.329683,0.329683,0.403237,0.403237,0.403237,0.318734,0.586765,0.759105,9.21157,776.175,21.8788,26.8119,61.8805,20.6034,769.955
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,103,353.2,353.2,353.2,193.862,193.862,193.862,258.168,258.168,258.168,68.0745,220.007,372.35,670.19,0.594937,0.594937,0.594937,0.379103,0.379103,0.379103,0.463634,0.463634,0.463634,0.368376,0.668526,0.813988,6.13681,334.919,21.2061,28.6582,42.3501,16.0895,354.908
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,104,331.543,331.543,331.543,190.502,190.502,190.502,236.74,236.74,236.74,42.8143,175.786,330.368,826.504,0.495373,0.495373,0.495373,0.310504,0.310504,0.310504,0.377603,0.377603,0.377603,0.271171,0.562471,0.754049,10.394,425.589,22.3779,27.916,54.3555,23.5079,473.597
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,105,237.152,237.152,237.152,136.109,136.109,136.109,172.919,172.919,172.919,45.1358,158.663,266.466,609.34,0.500402,0.500402,0.500402,0.342267,0.342267,0.342267,0.40981,0.40981,0.40981,0.305548,0.559904,0.705977,9.70791,635.748,20.8037,26.8914,68.3825,23.3586,648.786
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,106,333.73,333.73,333.73,202.622,202.622,202.622,251.783,251.783,251.783,59.0528,201.204,357.562,726.236,0.567912,0.567912,0.567912,0.375028,0.375028,0.375028,0.453569,0.453569,0.453569,0.342358,0.638174,0.797718,6.87054,369.403,21.3549,27.853,48.243,17.8089,384.366
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,107,302.876,302.876,302.876,179.768,179.768,179.768,225.048,225.048,225.048,60.4552,194.36,344.712,694.689,0.551479,0.551479,0.551479,0.36491,0.36491,0.36491,0.438959,0.438959,0.438959,0.345564,0.616633,0.780743,7.52983,371.643,21.5476,25.6314,48.65,19.2683,416.969
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,108,212.067,212.067,212.067,115.488,115.488,115.488,148.513,148.513,148.513,40.7863,145.536,289.811,731.031,0.413064,0.413064,0.413064,0.255927,0.255927,0.255927,0.315202,0.315202,0.315202,0.251743,0.511623,0.714319,15.9055,609.193,21.8053,26.6894,63.5939,28.8659,614.759
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,109,203.672,203.672,203.672,106.332,106.332,106.332,139.019,139.019,139.019,37.9734,126.423,237.195,594.142,0.454329,0.454329,0.454329,0.288543,0.288543,0.288543,0.355861,0.355861,0.355861,0.282735,0.524023,0.689018,13.4911,1016.13,22.0836,28.0699,81.4762,27.3944,1010.17
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,110,262.214,262.214,262.214,144.286,144.286,144.286,185.782,185.782,185.782,46.3342,156.577,291.409,647.471,0.534679,0.534679,0.534679,0.346273,0.346273,0.346273,0.425207,0.425207,0.425207,0.333592,0.594979,0.756211,8.13886,660.863,21.3486,27.6023,60.9876,20.2859,683.751
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,101,700.256,706.415,548.452,609.289,615.287,469.611,650.366,656.486,502.937,102.953,271.615,423.042,817.896,0.868284,0.885726,0.692662,0.785285,0.801123,0.62069,0.824178,0.840417,0.653368,0.485966,0.750802,0.876504,0.505178,87.2247,22.6329,118.205,28.1266,10.4816,249.812
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,102,417.337,598.311,298.37,353.147,526.179,242.793,379.484,559.243,263.746,64.0851,194.647,321.147,732.197,0.627727,0.822567,0.45281,0.542366,0.727559,0.381292,0.57844,0.771812,0.408138,0.36745,0.66443,0.807676,0.601992,102.648,31.4958,176.246,43.0298,16.7617,408.42
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,103,635.488,654.531,303.995,561.099,579.494,251.32,591.962,610.7,270.189,79.5498,235.364,377.176,760.988,0.824347,0.866429,0.464588,0.740372,0.779072,0.400526,0.782266,0.823784,0.428706,0.40541,0.711065,0.851587,0.592989,89.5462,38.4994,172.86,33.4428,13.8586,287.61
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,104,689.268,720.817,440.938,605.249,634.137,370.904,643.073,672.732,398.335,67.8272,224.101,402.913,887.632,0.789325,0.846543,0.507683,0.711282,0.765871,0.442782,0.747068,0.802669,0.470279,0.361706,0.667408,0.840679,0.545956,104.156,36.9646,134.507,37.9358,16.5582,344.733
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,105,578.664,593.041,394.06,505.263,518.564,331.45,541.64,555.77,361.898,89.2296,240.752,386.003,739.882,0.786332,0.818555,0.559256,0.693339,0.72167,0.481185,0.73724,0.767517,0.518166,0.429066,0.688149,0.831964,0.690299,157.861,20.8853,210.276,35.9864,13.2866,303.55
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,106,410.887,536.658,383.692,355.864,476.412,330.775,381.171,504.753,355.035,92.3293,226.77,368.764,786.156,0.576687,0.750159,0.532261,0.510895,0.679712,0.470066,0.54157,0.713137,0.499471,0.394119,0.646076,0.802623,0.579314,132.221,21.8403,190.412,45.7486,16.4432,475.611
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,107,580.702,668.711,417.764,509.639,595.453,352.637,546.5,633.19,384.355,114.46,278.889,424.586,762.784,0.781231,0.885703,0.581311,0.697814,0.799679,0.506116,0.741127,0.844596,0.543413,0.466413,0.728294,0.86164,0.534515,101.484,20.3232,143.717,34.1722,11.5824,375.498
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,108,485.283,651.568,320.735,381.087,534.347,227.993,439.247,601.132,278.844,70.1011,204.544,343.777,792.306,0.63772,0.820581,0.426932,0.534621,0.703902,0.340474,0.58531,0.764155,0.380451,0.368592,0.648049,0.811018,0.757115,89.4101,31.6481,260.893,44.101,16.6719,432.708
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,109,619.135,664.988,316.98,507.915,550.096,225.125,554.653,598.382,258.576,78.6477,234.718,390.424,796.793,0.782079,0.849731,0.457992,0.666534,0.730593,0.358411,0.721612,0.787468,0.403712,0.392536,0.694672,0.841349,0.735993,78.1462,23.8082,157.426,36.172,14.5755,333.44
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,110,577.509,624.927,367.354,488.189,533.524,290.897,540.608,587.84,334.565,72.5654,216.123,353.744,745.012,0.779846,0.851566,0.533818,0.680209,0.746255,0.445756,0.739446,0.810259,0.495915,0.415343,0.683613,0.830685,0.702737,133.07,23.5076,158.452,37.7361,14.0938,339.134
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,101,798.517,798.525,673.514,731.499,731.507,618.433,764.039,764.047,644.052,82.4285,255.004,388.868,813.931,0.983481,0.985294,0.814464,0.91942,0.921233,0.765109,0.953263,0.955077,0.79029,0.489122,0.794722,0.89726,0.411229,11.8125,35.3377,88.158,25.8723,10.3189,231.489
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,102,759.434,763.219,370.822,702.616,706.25,340.791,741.094,744.74,358,55.4319,188.962,315.655,796.194,0.944716,0.964055,0.44872,0.88865,0.906232,0.421957,0.92479,0.943739,0.438367,0.374292,0.70463,0.843133,0.441112,39.2142,53.4602,103.009,37.4833,14.4281,360.357
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,103,777.742,780.044,485.692,719.925,722.136,452.45,748.978,751.195,468.038,96.0831,277.898,417.343,794.376,0.972032,0.981234,0.605016,0.908878,0.916997,0.564598,0.948214,0.956875,0.589679,0.456514,0.789787,0.898593,0.456084,14.9681,39.2834,98.6912,27.3615,11.1497,274.415
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,104,860.673,860.883,426.442,793.407,793.506,390.977,828.932,829.032,411.965,45.3945,199.093,331.738,872.373,0.983793,0.987237,0.445502,0.919368,0.922002,0.415113,0.957253,0.959887,0.433144,0.345016,0.71252,0.849676,0.415907,10.018,51.9549,94.9764,38.2555,15.0479,359.153
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,105,797.702,797.702,741.013,719.96,719.96,672.017,771.158,771.158,717.038,87.3841,273.189,451.651,828.788,0.960285,0.960285,0.860699,0.863466,0.863466,0.779688,0.918396,0.918396,0.826121,0.483106,0.781664,0.905157,0.526856,38.8743,33.9316,62.9792,24.332,10.5895,196.003
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,106,790.374,790.386,165.908,738.296,738.308,146.516,769.165,769.177,162.844,41.0489,170.737,295.645,810.032,0.979486,0.982872,0.216092,0.931089,0.934475,0.201354,0.955188,0.958574,0.209122,0.313882,0.678948,0.828321,0.407273,13.9457,64.5311,88.5702,41.3175,16.517,376.042
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,107,788.766,788.768,482.15,741.777,741.778,454.274,772.314,772.316,472.082,69.3194,227.635,371.674,797.988,0.990413,0.990804,0.598317,0.939738,0.940129,0.570534,0.976521,0.976913,0.590882,0.421835,0.753669,0.87928,0.406161,7.78158,45.7153,77.2228,29.8721,12.4115,274.738
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,108,621.184,721.412,173.782,560.746,651.551,161.476,594.144,692.443,167.232,34.9976,159.965,273.036,756.26,0.798239,0.947358,0.227029,0.724349,0.855475,0.20827,0.769334,0.912711,0.218224,0.278139,0.661562,0.817764,0.547338,35.1372,75.5974,154.226,44.8075,18.3698,428.394
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,109,794.346,794.352,406.56,738.181,738.185,383.089,774.698,774.702,400.64,58.1669,208.807,348.642,815.115,0.972853,0.974586,0.48402,0.911051,0.912591,0.458799,0.948595,0.950135,0.475356,0.390836,0.734309,0.86831,0.460859,18.1559,50.3235,86.5732,33.0787,13.563,309.469
