prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,7.58467
0,0,1,32,7.605
0,0,1,64,7.69033
0,0,1,128,11.008
0,0,1,256,11.2857
0,0,1,512,12.011
0,0,1,768,12.341
0,0,1,1024,12.534
0,0,1,1152,12.9067
0,0,1,1728,13.6433
0,0,1,2048,13.909
0,0,1,2592,14.9547
0,0,1,3888,16.6717
0,0,1,4096,16.5973
0,0,1,5832,19.275
0,0,1,8192,21.91
0,0,1,8748,23.253
0,0,1,13122,32.8963
0,0,1,16384,25.1627
0,0,2,16,12.063
0,0,2,32,12.1383
0,0,2,64,12.1813
0,0,2,128,14.4643
0,0,2,256,14.8487
0,0,2,512,15.6163
0,0,2,768,16.0743
0,0,2,1024,16.299
0,0,2,1152,16.8533
0,0,2,1728,17.9953
0,0,2,2048,18.5497
0,0,2,2592,20.256
0,0,2,3888,23.6903
0,0,2,4096,23.7547
0,0,2,5832,28.7787
0,0,2,8192,34.4743
0,0,2,8748,36.4053
0,0,2,13122,42.24
0,0,2,16384,46.3783
0,0,4,16,12.2563
0,0,4,32,12.2993
0,0,4,64,12.3523
0,0,4,128,14.528
0,0,4,256,15.104
0,0,4,512,16.032
0,0,4,768,16.7147
0,0,4,1024,17.099
0,0,4,1152,18.176
0,0,4,1728,20.1277
0,0,4,2048,21.1943
0,0,4,2592,23.659
0,0,4,3888,28.8533
0,0,4,4096,29.1523
0,0,4,5832,36.8117
0,0,4,8192,41.0337
0,0,4,8748,43.0297
0,0,4,13122,54.9443
0,0,4,16384,65.1837
0,0,8,16,12.2347
0,0,8,32,12.2873
0,0,8,64,12.351
0,0,8,128,14.71
0,0,8,256,15.211
0,0,8,512,17.035
0,0,8,768,18.6027
0,0,8,1024,19.8613
0,0,8,1152,21.0243
0,0,8,1728,25.3547
0,0,8,2048,27.008
0,0,8,2592,30.847
0,0,8,3888,37.5783
0,0,8,4096,38.3253
0,0,8,5832,48.854
0,0,8,8192,60.8113
0,0,8,8748,64.5867
0,0,8,13122,88.1177
0,0,8,16384,107.743
0,0,16,16,12.544
0,0,16,32,12.7133
0,0,16,64,12.8107
0,0,16,128,14.9547
0,0,16,256,16.0537
0,0,16,512,19.4563
0,0,16,768,22.9763
0,0,16,1024,26.1653
0,0,16,1152,27.9587
0,0,16,1728,34.7627
0,0,16,2048,36.6827
0,0,16,2592,43.168
0,0,16,3888,57.4303
0,0,16,4096,58.9647
0,0,16,5832,77.8237
0,0,16,8192,108.544
0,0,16,8748,115.297
0,0,16,13122,163.019
0,0,16,16384,197.621
0,0,32,16,12.4167
0,0,32,32,12.6607
0,0,32,64,12.9393
0,0,32,128,15.7977
0,0,32,256,19.744
0,0,32,512,25.12
0,0,32,768,32.352
0,0,32,1024,37.4183
0,0,32,1152,39.4233
