family,rate,system,label,seed,goodput_ttft10_tpot100,goodput_ttft10_tpot150,goodput_ttft10_tpot50,goodput_ttft3_tpot100,goodput_ttft3_tpot150,goodput_ttft3_tpot50,goodput_ttft5_tpot100,goodput_ttft5_tpot150,goodput_ttft5_tpot50,goodput_turn10,goodput_turn30,goodput_turn60,output_tokens_per_s,pass_ttft10_tpot100,pass_ttft10_tpot150,pass_ttft10_tpot50,pass_ttft3_tpot100,pass_ttft3_tpot150,pass_ttft3_tpot50,pass_ttft5_tpot100,pass_ttft5_tpot150,pass_ttft5_tpot50,pass_turn10,pass_turn30,pass_turn60,resume_ttft_p50_s,resume_ttft_p99_s,tpot_p50_ms,tpot_p99_ms,turn_latency_mean_s,turn_latency_p50_s,turn_latency_p99_s
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,107,948.074,959.818,661.177,904.391,913.918,638.884,932.534,943.138,655.221,165.322,417.067,636.559,1111.19,0.790693,0.824278,0.539019,0.76007,0.787619,0.526067,0.776205,0.806498,0.531994,0.465262,0.752277,0.920975,0.440601,42.8997,38.2031,105.225,25.6954,11.2645,272.198
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,108,1063.92,1118.22,696.824,1006.47,1045.01,671.104,1024.02,1067.7,680.204,80.9411,290.476,505.049,1308.1,0.72028,0.79697,0.443706,0.677622,0.739744,0.424359,0.694988,0.761888,0.435315,0.316084,0.664685,0.864569,0.547893,43.7833,46.1736,157.499,39.0816,17.5289,387.087
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,109,1045.78,1108.73,786.708,989.373,1035.2,760.789,1011.26,1066.34,771.231,130.992,388.141,615.913,1286.76,0.737452,0.83028,0.540515,0.695436,0.765704,0.520956,0.713443,0.795198,0.529546,0.401946,0.71841,0.886371,0.478364,57.8395,36.7323,129.406,31.5584,13.8471,318.115
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,110,1000.64,1065.29,742.91,949.795,1001.29,705.026,976.813,1036.03,725.195,120.67,341.292,542.934,1224.47,0.770651,0.862967,0.589328,0.738847,0.815795,0.567129,0.756243,0.842263,0.579829,0.449626,0.736499,0.876094,0.469995,61.2852,36.9012,130.858,30.8606,12.0033,330.471
claude,0.03,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,101,462.703,462.703,462.703,272.031,272.031,272.031,318.766,318.766,318.766,101.826,326.188,599.757,1218.67,0.440941,0.440941,0.440941,0.274389,0.274389,0.274389,0.326822,0.326822,0.326822,0.291638,0.604181,0.816198,13.5072,284.47,22.1034,30.9967,43.9007,22.1001,315.247
claude,0.03,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,102,462.592,462.592,462.592,270.012,270.012,270.012,340.325,340.325,340.325,84.7014,301.646,545.295,1228.62,0.440879,0.440879,0.440879,0.270451,0.270451,0.270451,0.334509,0.334509,0.334509,0.273507,0.572638,0.780324,13.8717,372.96,21.7123,30.0007,48.0911,23.81,408.11
claude,0.03,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,103,384.402,384.402,384.402,187.688,187.688,187.688,254.36,254.36,254.36,69.7527,286.722,576.351,1228.11,0.381161,0.381161,0.381161,0.213819,0.213819,0.213819,0.269413,0.269413,0.269413,0.235989,0.534999,0.79372,17.5897,254.004,21.974,32.6836,45.8368,26.9111,311.593
claude,0.03,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,104,428.177,428.177,428.177,233.98,233.98,233.98,303.672,303.672,303.672,75.869,290.846,531.944,1230.42,0.406979,0.406979,0.406979,0.231916,0.231916,0.231916,0.298821,0.298821,0.298821,0.254795,0.574532,0.792813,15.4508,333.426,21.9279,30.7125,46.3216,24.0254,370.138
claude,0.03,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,105,349.708,349.708,349.708,174.781,174.781,174.781,240.583,240.583,240.583,70.6028,280.865,518.947,1149.76,0.375777,0.375777,0.375777,0.200429,0.200429,0.200429,0.263586,0.263586,0.263586,0.235793,0.556321,0.782962,17.1446,337.907,21.7928,30.2522,48.9248,25.3866,371.294
claude,0.03,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,106,266.955,266.955,266.955,134.896,134.896,134.896,175.252,175.252,175.252,63.8829,229.154,466.531,1225.41,0.337506,0.337506,0.337506,0.189152,0.189152,0.189152,0.240844,0.240844,0.240844,0.223922,0.482499,0.726704,23.1539,349.873,21.8632,30.4171,55.8891,31.6369,380.465
claude,0.03,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,107,442.792,442.792,442.792,255.27,255.27,255.27,312.691,312.691,312.691,95.0467,334.709,610.201,1168.63,0.440234,0.440234,0.440234,0.259337,0.259337,0.259337,0.316404,0.316404,0.316404,0.285777,0.628071,0.831112,13.2778,254.463,21.54,30.2922,39.9522,21.2106,288.607
claude,0.03,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,108,365.583,365.583,365.583,167.22,167.22,167.22,215.124,215.124,215.124,52.3604,230.416,503.899,1326.74,0.316745,0.316745,0.316745,0.173253,0.173253,0.173253,0.219437,0.219437,0.219437,0.181279,0.480612,0.746851,21.5182,293.747,22.1223,29.1261,52.1242,31.6518,341.994
claude,0.03,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,109,437.93,437.93,437.93,204.841,204.841,204.841,278.94,278.94,278.94,76.3576,311.151,576.625,1264.21,0.396197,0.396197,0.396197,0.215723,0.215723,0.215723,0.275548,0.275548,0.275548,0.235628,0.55154,0.773602,15.9163,277.712,21.9818,28.8124,46.4462,26.0434,321.892
claude,0.03,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,110,407.73,407.73,407.73,208.419,208.419,208.419,286.533,286.533,286.533,76.7798,286.913,547.502,1174.26,0.429277,0.429277,0.429277,0.241387,0.241387,0.241387,0.315109,0.315109,0.315109,0.275838,0.570253,0.784597,14.3637,340.821,21.7447,31.1105,48.1023,23.8301,363.935
claude,0.03,hbf_tp4x2,GPU+HBF hybrid,101,951.735,1077.95,636.504,844.898,967.25,532.732,886.612,1009.53,573.18,181.091,434.587,637.827,1295.8,0.681466,0.7515,0.483037,0.609796,0.679066,0.41333,0.633577,0.703284,0.436239,0.423585,0.736991,0.869096,0.486008,61.0221,24.5138,371.244,33.5511,13.4915,375.857
claude,0.03,hbf_tp4x2,GPU+HBF hybrid,102,958.201,1090.65,608.097,826.62,957.585,480.57,884.807,1016.1,536.3,189.653,431.713,620.339,1290.72,0.724539,0.800189,0.51666,0.650985,0.725587,0.445096,0.679484,0.75482,0.472443,0.464166,0.744132,0.874895,0.433737,50.2902,38.0114,321.857,33.3003,11.5666,386.783
claude,0.03,hbf_tp4x2,GPU+HBF hybrid,103,958.311,1093.08,692.26,862.809,996.643,599.926,900.41,1035.01,634.657,202.491,489.381,718.054,1324.14,0.690896,0.771146,0.551064,0.623652,0.702591,0.484525,0.648654,0.728602,0.508922,0.462345,0.755318,0.88769,0.438761,42.2365,22.5501,343.813,31.3687,11.8381,389.064
claude,0.03,hbf_tp4x2,GPU+HBF hybrid,104,934.086,1056.78,511.7,834.808,952.741,420.952,871.752,989.941,452.789,155.622,406.965,609.39,1296.9,0.683941,0.763212,0.447255,0.597911,0.676772,0.363785,0.632732,0.711798,0.396968,0.433736,0.729926,0.875154,0.548326,41.8375,30.5967,562.741,34.9844,13.2829,393.698
claude,0.03,hbf_tp4x2,GPU+HBF hybrid,105,772.623,939.168,405.128,684.893,846.663,326.718,717.191,883.432,352.939,160.361,394.368,568.98,1223.13,0.624936,0.735557,0.400821,0.549718,0.657671,0.328579,0.581529,0.691637,0.358748,0.397845,0.720677,0.861981,0.500748,52.3701,35.3954,422.05,37.1574,14.421,406.665
claude,0.03,hbf_tp4x2,GPU+HBF hybrid,106,750.169,995.317,353.362,668.266,911.596,280.255,709.494,953.974,316.494,142.248,345.708,534.555,1306.93,0.609035,0.748418,0.357552,0.546856,0.685152,0.298834,0.57503,0.714116,0.32503,0.395018,0.675761,0.836398,0.50645,70.1684,49.218,334.823,40.447,16.0335,447.822
claude,0.03,hbf_tp4x2,GPU+HBF hybrid,107,916.801,1043.99,640.446,816.279,943.085,545.791,861.446,988.612,585.249,183.554,442.996,636.197,1231.35,0.684048,0.769354,0.521646,0.596929,0.681382,0.436554,0.631904,0.716997,0.46993,0.44775,0.751759,0.878332,0.466149,57.4732,23.6653,387.348,31.6903,12.2915,370.74
claude,0.03,hbf_tp4x2,GPU+HBF hybrid,108,1041.49,1177.27,618.354,908.136,1038.09,497.515,950.003,1080.07,535.22,147.836,413.44,626.939,1416.88,0.660763,0.736974,0.428359,0.581924,0.65745,0.351691,0.615059,0.690928,0.384255,0.371801,0.680644,0.843693,0.534141,55.8257,38.489,440.516,40.724,16.9411,429.267
claude,0.03,hbf_tp4x2,GPU+HBF hybrid,109,1021.56,1113.89,646.099,934.367,1023.52,572.799,964.907,1057.06,599.285,168.733,431.916,668.587,1357.48,0.6813,0.75761,0.492649,0.610064,0.684821,0.423587,0.633672,0.709671,0.445641,0.402775,0.702216,0.867985,0.456831,73.8094,32.6874,324.247,35.1004,14.7979,351.043
claude,0.03,hbf_tp4x2,GPU+HBF hybrid,110,900.922,1039.15,482.683,801.628,938.128,397.707,841.669,978.634,428.011,176.605,411.383,590.656,1268.07,0.702807,0.78807,0.457582,0.627148,0.711557,0.386085,0.65628,0.741116,0.412123,0.448618,0.730018,0.856365,0.471799,67.7345,40.7639,284.908,35.1533,12.6615,397.774
claude,0.03,oracle_infinite_hbm,Infinite-HBM oracle,101,957.67,1099.51,613.794,936.016,1049.92,599.201,946.33,1071.08,604.929,128.994,357.987,588.41,1268.42,0.660736,0.826469,0.451949,0.639099,0.78089,0.434816,0.647227,0.799121,0.441076,0.379023,0.701263,0.878309,0.475214,56.0675,48.0473,128.58,34.7748,14.6623,401.618
claude,0.03,oracle_infinite_hbm,Infinite-HBM oracle,102,1051.34,1158.75,677.112,1004.77,1094.7,643.416,1027.24,1124.06,658.806,134.193,380.093,569.252,1330.07,0.735585,0.866935,0.527923,0.708871,0.81371,0.506048,0.717843,0.83377,0.512399,0.427823,0.729839,0.86381,0.436819,66.0215,41.3273,133.108,33.4758,12.8068,376.444
claude,0.03,oracle_infinite_hbm,Infinite-HBM oracle,103,1042.3,1159.61,677.865,1007.65,1092.58,659.16,1021.02,1113.65,666.655,168.616,440.504,650.161,1332.42,0.725754,0.860838,0.525216,0.702377,0.807719,0.506217,0.712424,0.828807,0.514473,0.446732,0.735303,0.878245,0.434446,62.8356,38.5421,129.352,31.4906,12.435,366.913
claude,0.03,oracle_infinite_hbm,Infinite-HBM oracle,104,967.341,1101.35,658.186,928.735,1047.21,627.397,954.068,1080.98,648.351,92.4349,319.014,530.715,1312.21,0.65716,0.819994,0.431565,0.633139,0.779413,0.411019,0.644588,0.799857,0.420321,0.378923,0.701012,0.864357,0.526175,71.2289,49.5567,129.639,35.2166,14.9032,367.138
claude,0.03,oracle_infinite_hbm,Infinite-HBM oracle,105,881.062,1042.23,358.449,838.465,986.311,339.514,861.152,1016.32,350.025,86.4182,295.996,494.346,1228.57,0.656445,0.799141,0.309925,0.622815,0.753552,0.287131,0.637739,0.774507,0.295308,0.361341,0.690995,0.869161,0.457077,40.4743,57.5164,162.729,38.2328,15.7295,424.62
claude,0.03,oracle_infinite_hbm,Infinite-HBM oracle,106,902.494,1106.35,345.135,857.697,1042.63,322.879,878.31,1070.79,329.14,81.4441,280.815,491.799,1352.31,0.66405,0.832214,0.282796,0.642958,0.794382,0.272676,0.652227,0.810177,0.276648,0.361865,0.663577,0.837416,0.525479,64.3197,58.0959,131.94,40.3786,16.3423,420.378
claude,0.03,oracle_infinite_hbm,Infinite-HBM oracle,107,1047.35,1075.96,616.506,996.139,1019.07,600.721,1024.17,1049.19,608.279,126.557,378.877,608.571,1258.14,0.749179,0.811778,0.425591,0.71825,0.772164,0.414151,0.731384,0.790276,0.417011,0.389471,0.704269,0.891325,0.443478,50.3249,48.2079,115.113,31.2858,13.9749,309.535
claude,0.03,oracle_infinite_hbm,Infinite-HBM oracle,108,1082.23,1166.14,589.34,1023.43,1092.46,565.527,1043.64,1117.18,572.382,69.1084,266.556,502.405,1383.12,0.685594,0.787592,0.35191,0.644117,0.732329,0.332632,0.658254,0.750438,0.338941,0.279589,0.624489,0.85045,0.576062,49.199,52.2446,145.931,43.565,20.2313,420.681
claude,0.03,oracle_infinite_hbm,Infinite-HBM oracle,109,1059.78,1147.9,791.957,998.271,1062.37,757.944,1023.6,1099.79,771.497,111.158,366.411,600.691,1365.83,0.673408,0.807509,0.527795,0.642294,0.741029,0.506326,0.657125,0.775565,0.517113,0.352624,0.683572,0.849824,0.494628,62.9909,42.2315,127.804,35.5316,15.8089,345.871
claude,0.03,oracle_infinite_hbm,Infinite-HBM oracle,110,1004.73,1111.64,631.431,940.892,1022.5,600.665,975.518,1064.5,617.892,105.125,316.622,533.573,1279.14,0.741456,0.858122,0.479536,0.700422,0.791456,0.456962,0.720042,0.819726,0.466561,0.400844,0.694937,0.870359,0.500426,53.487,47.2129,142.863,35.2265,14.38,378.016
claude,0.032,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,101,384.241,384.241,384.241,183.572,183.572,183.572,245.568,245.568,245.568,69.259,274.086,575.403,1279.38,0.359549,0.359549,0.359549,0.19547,0.19547,0.19547,0.248362,0.248362,0.248362,0.22295,0.520524,0.769231,17.9969,322.914,22.3367,31.3515,51.0397,28.2581,365.226
claude,0.032,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,102,387.648,387.648,387.648,189.766,189.766,189.766,264.908,264.908,264.908,66.8571,268.082,537.824,1304.94,0.36225,0.36225,0.36225,0.192045,0.192045,0.192045,0.252806,0.252806,0.252806,0.211811,0.509639,0.749878,19.3652,422.881,22.1467,30.5489,55.5904,29.0376,473.852
claude,0.032,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,103,320.932,320.932,320.932,156.735,156.735,156.735,211.153,211.153,211.153,68.46,288.594,583.227,1268.17,0.329068,0.329068,0.329068,0.178588,0.178588,0.178588,0.225777,0.225777,0.225777,0.203725,0.521938,0.77628,19.89,331.56,22.033,32.4964,49.7504,28.2349,346.74
claude,0.032,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,104,381.087,381.087,381.087,198.271,198.271,198.271,264.721,264.721,264.721,66.4683,272.33,517.966,1264.69,0.361659,0.361659,0.361659,0.196606,0.196606,0.196606,0.253332,0.253332,0.253332,0.224399,0.529217,0.757945,19.1569,359.291,22.1118,30.9033,51.6642,27.7398,400.024
claude,0.032,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,105,380.469,380.469,380.469,181.76,181.76,181.76,246.958,246.958,246.958,82.7613,307.717,571.337,1223.06,0.393702,0.393702,0.393702,0.21543,0.21543,0.21543,0.279939,0.279939,0.279939,0.259235,0.572845,0.801787,16.3439,297.552,21.6092,30.3942,45.742,24.2403,327.784
claude,0.032,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,106,251.517,251.517,251.517,131.564,131.564,131.564,168.94,168.94,168.94,61.838,230.198,472.581,1276.19,0.305801,0.305801,0.305801,0.176841,0.176841,0.176841,0.224021,0.224021,0.224021,0.205266,0.455732,0.712255,26.0015,432.362,22.0497,30.3551,57.984,34.1768,455.539
claude,0.032,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,107,365.125,365.125,365.125,222.525,222.525,222.525,268.233,268.233,268.233,88.3547,294.058,556.442,1176.64,0.381212,0.381212,0.381212,0.245178,0.245178,0.245178,0.289993,0.289993,0.289993,0.260835,0.551963,0.779782,17.8704,349.687,21.5062,30.2715,49.3142,25.7523,366.028
claude,0.032,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,108,223.322,223.322,223.322,92.8609,92.8609,92.8609,129.537,129.537,129.537,37.1204,175.976,435.38,1382.08,0.222138,0.222138,0.222138,0.115892,0.115892,0.115892,0.150038,0.150038,0.150038,0.135821,0.385123,0.668698,30.5882,408.173,22.022,29.7033,64.4816,40.7834,437.519
claude,0.032,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,109,409.077,409.077,409.077,174.8,174.8,174.8,242.994,242.994,242.994,74.4571,295.394,578.794,1349.03,0.368508,0.368508,0.368508,0.182983,0.182983,0.182983,0.245304,0.245304,0.245304,0.218564,0.519006,0.761547,18.3509,358.194,22.1454,29.5163,48.689,28.1108,388.076
claude,0.032,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,110,289.55,289.55,289.55,126.947,126.947,126.947,186.571,186.571,186.571,50.3177,234.791,488.077,1185.42,0.316427,0.316427,0.316427,0.164012,0.164012,0.164012,0.212056,0.212056,0.212056,0.190391,0.490251,0.737734,22.0126,439.194,22.1278,30.9967,59.1882,30.8161,452.412
claude,0.032,hbf_tp4x2,GPU+HBF hybrid,101,977.404,1133.69,601.659,843.539,995.073,476.113,883.487,1036.64,515.352,177.87,435.689,652.394,1394.77,0.657687,0.728886,0.439491,0.581356,0.6517,0.365405,0.607334,0.678319,0.390742,0.402074,0.705153,0.860167,0.512473,53.1079,30.3621,417.112,36.0785,14.5967,405.884
claude,0.032,hbf_tp4x2,GPU+HBF hybrid,102,959.066,1138.81,473.427,833.26,1006.29,360.147,884.455,1061.29,407.959,182.22,448.901,651.823,1390.23,0.672328,0.772742,0.401444,0.599087,0.698546,0.330114,0.629445,0.729434,0.35941,0.41312,0.720306,0.862541,0.456708,44.3228,47.0776,359.141,37.8026,14.1142,443.807
claude,0.032,hbf_tp4x2,GPU+HBF hybrid,103,936.906,1107.68,553.869,824.579,993.063,446.667,874,1044.69,492.573,189.439,456.667,683.614,1380.83,0.65477,0.744398,0.471865,0.572341,0.661259,0.391463,0.602454,0.691777,0.420359,0.434655,0.716618,0.867485,0.471787,52.673,23.7149,337.479,35.7514,13.4593,455.239
claude,0.032,hbf_tp4x2,GPU+HBF hybrid,104,944.004,1067.57,519.983,837.91,949.813,430.484,883.02,997.703,470.359,174.688,433.427,653.996,1372.28,0.65591,0.735949,0.436881,0.574007,0.652182,0.357528,0.606964,0.686023,0.388622,0.437567,0.722707,0.86974,0.544884,46.5006,23.8943,605.967,36.1208,13.6742,405.394
claude,0.032,hbf_tp4x2,GPU+HBF hybrid,105,749.349,925.973,356.219,671.962,842.842,283.709,708.508,884.455,317.86,170.629,378.589,555.499,1254.42,0.611984,0.713863,0.390363,0.537056,0.637607,0.318906,0.570437,0.672009,0.349837,0.413434,0.702123,0.845651,0.51073,64.8222,40.5692,481.545,39.0679,14.5891,436.021
claude,0.032,hbf_tp4x2,GPU+HBF hybrid,106,702.946,1009.16,255.315,613.262,914.086,173.678,665.21,970.111,220.654,136.004,338.891,526.613,1357.65,0.571205,0.734364,0.307527,0.511207,0.672604,0.250759,0.536655,0.699227,0.273662,0.369482,0.649897,0.817559,0.55586,88.3731,58.0626,320.82,42.8316,17.536,441.663
claude,0.032,hbf_tp4x2,GPU+HBF hybrid,107,907.547,1051.17,562.882,804.489,947.526,467.518,843.547,987.168,499.127,174.151,427.128,629.95,1284.56,0.64665,0.737686,0.461801,0.562667,0.653061,0.380062,0.595363,0.686291,0.410941,0.413292,0.72294,0.865584,0.482221,57.7191,30.3244,480.338,34.9441,14.3038,405.749
claude,0.032,hbf_tp4x2,GPU+HBF hybrid,108,849.063,1101.97,318.971,743.935,982.18,228.109,782.939,1025.48,263.803,112.699,328.545,555.683,1459.3,0.546003,0.689059,0.280311,0.478478,0.61991,0.215802,0.504699,0.646827,0.240631,0.296554,0.607147,0.796148,0.57057,68.5993,56.832,530.703,49.3135,22.0561,469.776
claude,0.032,hbf_tp4x2,GPU+HBF hybrid,109,956.645,1087.07,536.251,858.295,978.525,443.865,901.662,1024.8,483.374,154.993,430.99,653.07,1400.94,0.624778,0.703463,0.392278,0.553312,0.630637,0.323428,0.578843,0.65711,0.346971,0.355446,0.676258,0.848279,0.480592,71.7522,43.8442,377.788,39.6207,17.1327,418.589
claude,0.032,hbf_tp4x2,GPU+HBF hybrid,110,932.767,1110.65,551.354,767.934,940.705,403.547,853.515,1029.43,473.758,170.422,420.66,639.527,1392.36,0.66106,0.758489,0.440707,0.572094,0.668253,0.355866,0.612187,0.708875,0.392574,0.415635,0.701259,0.851687,0.525059,58.0274,35.3487,308.055,37.8515,14.2728,427.167
claude,0.032,oracle_infinite_hbm,Infinite-HBM oracle,101,1010.58,1182.21,651.268,973.652,1117.5,627.406,988.422,1139.36,637.164,119.507,366.096,601.821,1385.17,0.640974,0.814775,0.424469,0.614391,0.765987,0.403331,0.62133,0.778478,0.408562,0.352941,0.681008,0.864524,0.476113,55.4792,50.0309,148.168,37.622,16.2567,428.996
claude,0.032,oracle_infinite_hbm,Infinite-HBM oracle,102,1049.96,1226.74,638.76,1000.77,1158.62,600.262,1023.25,1188.45,618.354,110.811,348.467,539.245,1415.12,0.678928,0.848944,0.444513,0.655848,0.810613,0.425966,0.663782,0.82679,0.431324,0.375374,0.686965,0.843174,0.438986,57.5024,49.3504,146.103,38.2702,15.2077,415.823
claude,0.032,oracle_infinite_hbm,Infinite-HBM oracle,103,1038.15,1215.31,659.022,996.879,1141.41,634.375,1012.02,1168.2,645.225,138.087,406.472,632.158,1416.85,0.677618,0.839151,0.473159,0.653564,0.784688,0.456048,0.665102,0.807373,0.46387,0.399726,0.707343,0.862912,0.448896,55.8433,47.4084,134.123,35.2018,14.544,391.868
claude,0.032,oracle_infinite_hbm,Infinite-HBM oracle,104,964.14,1147.75,444.329,926.709,1093.19,424.335,946.143,1122.59,437.733,100.048,324.823,543.075,1381.34,0.639901,0.820237,0.324146,0.613103,0.776655,0.306313,0.625691,0.797444,0.313752,0.381556,0.68806,0.856952,0.514016,61.2764,55.6028,133.937,36.6368,15.1167,386.908
claude,0.032,oracle_infinite_hbm,Infinite-HBM oracle,105,829.129,1044.25,347.833,786.045,970.874,327.518,810.209,1008.21,340.815,82.2588,292.327,492.499,1274.95,0.602752,0.763969,0.298531,0.566846,0.709334,0.277835,0.583609,0.733444,0.288597,0.336921,0.675186,0.853891,0.477661,52.6551,68.649,181.77,41.1578,16.5689,429.139
claude,0.032,oracle_infinite_hbm,Infinite-HBM oracle,106,906.855,1148.28,262.486,857.092,1059.45,238.354,871.848,1090.48,243.577,70.9882,271.844,488.189,1417.93,0.635267,0.818016,0.21951,0.60741,0.761248,0.20515,0.620429,0.783745,0.209745,0.327494,0.641107,0.825866,0.584007,70.6406,66.032,143.391,43.8936,18.4771,456.203
claude,0.032,oracle_infinite_hbm,Infinite-HBM oracle,107,1045.78,1105.97,563.236,1002.14,1053.78,541.856,1020.37,1076.2,549.274,127.097,365.2,588.041,1316.95,0.706753,0.794738,0.401257,0.68023,0.756711,0.388368,0.689071,0.772049,0.39167,0.373349,0.684704,0.861419,0.482125,62.024,51.3174,118.871,34.0425,14.8064,334.936
claude,0.032,oracle_infinite_hbm,Infinite-HBM oracle,108,1030.98,1181.52,310.079,983.401,1108.91,302.84,1002.75,1142.46,305.153,45.421,230.497,448.24,1438.92,0.610406,0.761611,0.221045,0.580491,0.707135,0.204516,0.590967,0.730183,0.20894,0.223955,0.576534,0.820161,0.606072,54.292,66.7583,159.018,50.0948,24.1145,475.066
claude,0.032,oracle_infinite_hbm,Infinite-HBM oracle,109,1047.85,1176.11,694.432,998.526,1097.27,666.273,1017.85,1128.24,675.124,98.6225,345.271,579.991,1437.29,0.63108,0.781121,0.442601,0.608409,0.723207,0.424361,0.61758,0.745466,0.430956,0.318219,0.647671,0.83512,0.521485,70.7262,47.1711,132.844,39.538,18.0558,381.767
claude,0.032,oracle_infinite_hbm,Infinite-HBM oracle,110,992.911,1165.15,498.757,940.163,1084.01,476.51,973.761,1131.89,491.225,90.4334,314.78,535.202,1373.05,0.676501,0.835321,0.340134,0.643754,0.779243,0.323289,0.660912,0.807282,0.33145,0.351015,0.664365,0.849236,0.498767,52.9754,56.1201,144.626,39.1769,16.8797,408.62
claude,0.036,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,101,248.75,248.75,248.75,116.141,116.141,116.141,152.375,152.375,152.375,44.8739,211.921,526.2,1401.45,0.234234,0.234234,0.234234,0.121329,0.121329,0.121329,0.156078,0.156078,0.156078,0.149994,0.409734,0.703405,28.7238,435.056,22.2975,30.4653,63.5646,37.4474,486.89
claude,0.036,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,102,257.533,257.533,257.533,124.9,124.9,124.9,171.303,171.303,171.303,44.6847,215.578,507.157,1435.48,0.226026,0.226026,0.226026,0.113569,0.113569,0.113569,0.147677,0.147677,0.147677,0.12914,0.395823,0.678448,30.491,521.715,22.2554,30.0707,66.59,39.5612,551.336
claude,0.036,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,103,162.566,162.566,162.566,67.0869,67.0869,67.0869,93.5912,93.5912,93.5912,32.4998,184.755,492.075,1409.78,0.167023,0.167023,0.167023,0.0804803,0.0804803,0.0804803,0.105682,0.105682,0.105682,0.0977175,0.332977,0.659772,34.6761,411.257,22.1618,31.7747,66.2582,42.7236,424.562
claude,0.036,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,104,284.689,284.689,284.689,122.08,122.08,122.08,163.589,163.589,163.589,46.8783,234.901,529.001,1368.3,0.2609,0.2609,0.2609,0.127294,0.127294,0.127294,0.168673,0.168673,0.168673,0.154997,0.425015,0.72332,28.1854,469.692,22.215,30.7598,60.5897,35.8002,486.483
claude,0.036,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,105,263.299,263.299,263.299,109.448,109.448,109.448,157.418,157.418,157.418,54.8367,249.908,529.001,1285.13,0.275433,0.275433,0.275433,0.133705,0.133705,0.133705,0.184862,0.184862,0.184862,0.172887,0.452622,0.720149,26.3537,422.001,21.8136,30.0696,62.3557,34.123,438.746
claude,0.036,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,106,180.393,180.393,180.393,63.6316,63.6316,63.6316,104.071,104.071,104.071,43.682,185.546,425.909,1419.98,0.209055,0.209055,0.209055,0.100593,0.100593,0.100593,0.139693,0.139693,0.139693,0.137635,0.357705,0.60598,37.2153,482.282,21.759,29.8782,73.1183,45.8497,513.149
claude,0.036,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,107,316.379,316.379,316.379,138.509,138.509,138.509,197.383,197.383,197.383,59.7225,262.291,568.826,1289.47,0.301885,0.301885,0.301885,0.143626,0.143626,0.143626,0.195248,0.195248,0.195248,0.179328,0.470327,0.730891,24.4664,393.505,21.8827,30.2248,56.3264,32.457,403.355
claude,0.036,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,108,164.512,164.512,164.512,69.0322,69.0322,69.0322,94.2199,94.2199,94.2199,30.2971,151.707,401.351,1427.1,0.184733,0.184733,0.184733,0.0921719,0.0921719,0.0921719,0.118266,0.118266,0.118266,0.115799,0.337661,0.622615,35.7203,505.574,21.9392,29.6766,71.8781,45.1952,523.176
claude,0.036,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,109,234.874,234.874,234.874,93.8521,93.8521,93.8521,136.687,136.687,136.687,48.9481,225.519,492.425,1400.06,0.236108,0.236108,0.236108,0.11653,0.11653,0.11653,0.153107,0.153107,0.153107,0.144549,0.412309,0.667057,29.9937,485.676,22.156,30.3029,63.4948,38.275,509.293
claude,0.036,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,110,220.534,220.534,220.534,76.8026,76.8026,76.8026,124.54,124.54,124.54,40.1019,205.363,514.407,1362.14,0.225623,0.225623,0.225623,0.108492,0.108492,0.108492,0.145396,0.145396,0.145396,0.138855,0.401012,0.708837,29.3233,501.144,22.1157,30.6574,64.7843,37.3494,526.993
