family,rate,system,label,seed,goodput_ttft10_tpot100,goodput_ttft10_tpot150,goodput_ttft10_tpot50,goodput_ttft3_tpot100,goodput_ttft3_tpot150,goodput_ttft3_tpot50,goodput_ttft5_tpot100,goodput_ttft5_tpot150,goodput_ttft5_tpot50,goodput_turn10,goodput_turn30,goodput_turn60,output_tokens_per_s,pass_ttft10_tpot100,pass_ttft10_tpot150,pass_ttft10_tpot50,pass_ttft3_tpot100,pass_ttft3_tpot150,pass_ttft3_tpot50,pass_ttft5_tpot100,pass_ttft5_tpot150,pass_ttft5_tpot50,pass_turn10,pass_turn30,pass_turn60,resume_ttft_p50_s,resume_ttft_p99_s,tpot_p50_ms,tpot_p99_ms,turn_latency_mean_s,turn_latency_p50_s,turn_latency_p99_s
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,102,828.686,888.927,632.677,749.536,806.58,560.498,786.101,845.268,591.926,211.843,430.476,560.176,987.35,0.816413,0.88621,0.673541,0.753807,0.822335,0.612204,0.779188,0.848668,0.636633,0.567259,0.833228,0.920791,0.405142,32.6655,24.4989,183.874,23.3323,7.62003,290.725
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,103,811.946,881.766,664.409,754.659,823.071,609.455,779.701,848.799,632.238,222.811,472.682,638.03,983.578,0.781385,0.861163,0.672798,0.717341,0.796676,0.60964,0.744377,0.824044,0.636011,0.565097,0.833463,0.929086,0.411278,40.9769,16.8698,230.342,21.3184,7.27282,259.349
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,104,901.177,961.763,711.765,794.906,852.083,612.385,835.351,892.565,650.694,192.341,454.921,642.358,1062.22,0.794921,0.858095,0.67418,0.709947,0.772487,0.589947,0.740423,0.803175,0.619894,0.565926,0.829101,0.921587,0.4724,38.1336,16.5459,293.655,22.7839,7.61724,248.934
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,105,815.434,886.949,585.848,726.484,797.201,509.664,759.987,831.432,534.393,196.907,415.281,575.832,1025.64,0.776162,0.832503,0.618936,0.691142,0.746771,0.53595,0.725618,0.781857,0.569104,0.536764,0.802807,0.906234,0.441207,37.4779,20.8047,272.964,25.7117,8.72638,293.098
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,106,836.526,952.544,383.683,755.54,865.478,315.832,785.732,899.897,342.568,156.37,333.011,490.079,1065.3,0.783194,0.875399,0.51256,0.707636,0.797548,0.439892,0.738138,0.829446,0.4686,0.512161,0.767245,0.883473,0.477928,37.0389,41.3868,219.239,30.4944,9.51781,350.97
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,107,756.638,793.861,661.705,699.159,732.858,606.684,726.692,762.442,633.495,209.852,445.428,593.511,874.583,0.79576,0.848875,0.701322,0.718114,0.768608,0.625461,0.748124,0.800048,0.654043,0.580088,0.847565,0.938192,0.387969,39.1657,14.5169,306.118,19.8764,7.13653,260.676
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,108,938.06,1009.36,780.957,840.76,906.679,691.934,872.27,939.912,721.523,193.979,453.303,645.863,1098.7,0.778625,0.8641,0.660558,0.703972,0.786619,0.587382,0.733981,0.818227,0.616652,0.503997,0.801623,0.912434,0.468458,36.2113,17.7866,216.286,25.6586,9.80259,293.941
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,109,952.762,1004.75,812.598,857.11,904.432,723.87,895.385,944.057,759.52,217.479,483.781,677.455,1121.05,0.795251,0.843366,0.699333,0.718392,0.764632,0.623516,0.74547,0.79296,0.649969,0.544262,0.812539,0.924287,0.401261,41.3135,18.1448,262.958,23.2539,8.35063,248.358
claude,0.024,hbf_tp4x2,GPU+HBF hybrid,110,929.13,972.942,791.034,838.211,877.439,703.104,882.704,922.456,747.236,201.087,423.387,613.232,1076.62,0.816739,0.865543,0.711957,0.734565,0.779457,0.630978,0.768913,0.814348,0.664565,0.568261,0.817065,0.921848,0.450149,40.1171,18.6752,223.831,22.5011,7.54554,258.479
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,101,927.601,930.404,754.493,889.668,891.866,733.342,910.823,913.522,744.841,179.575,422.916,597.151,1036.29,0.837093,0.854181,0.653907,0.806334,0.818865,0.636819,0.821372,0.836751,0.644452,0.510823,0.804283,0.921167,0.453998,50.8009,27.8449,103.25,23.9567,9.63532,285.838
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,102,878.249,894.627,688.209,826.958,840.479,654.616,849.114,863.038,668.351,175.225,387.123,552.208,999.773,0.856856,0.893963,0.675336,0.817528,0.849138,0.655038,0.833703,0.866582,0.660958,0.541389,0.800613,0.92145,0.426039,47.0713,34.3994,121.564,24.0909,8.709,271.935
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,103,867.849,885,714.588,829.621,844.157,691.133,842.115,857.337,699.326,221.334,458.39,632.33,992.412,0.825699,0.869742,0.66318,0.788152,0.825259,0.643801,0.803678,0.842876,0.651508,0.570579,0.820084,0.927879,0.413268,57.9428,19.9099,105.918,20.5741,7.37833,228.615
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,104,920.705,930.647,742.36,886.5,894.912,716.386,904.299,913.29,730.71,172.241,399.412,567.774,1052.25,0.841128,0.869233,0.648955,0.811009,0.83572,0.625941,0.825114,0.851204,0.638244,0.537491,0.806024,0.922261,0.451025,50.4233,27.537,105.152,23.3968,8.70504,251.756
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,105,854.079,920.851,667.22,814.931,868.06,646.301,835.953,892.457,657.176,135.288,348.065,532.687,1032.91,0.786235,0.860223,0.63087,0.750911,0.811437,0.608401,0.763158,0.827935,0.615688,0.499494,0.780567,0.908704,0.410046,46.195,35.0151,157.956,27.5146,10.0227,299.771
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,106,946.581,979.453,626.516,896.041,919.201,600.657,922.26,950.484,612.141,107.097,298.928,487.991,1120.77,0.831069,0.885407,0.560159,0.794974,0.836018,0.541917,0.811663,0.858044,0.550553,0.471376,0.763148,0.89608,0.525172,48.4908,43.5165,118.113,29.8475,11.1558,319.877
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,107,782.083,782.087,657.259,753.799,753.803,642.654,769.308,769.313,652.783,200.533,431.848,592.998,886.106,0.830744,0.831811,0.655794,0.802633,0.803582,0.64251,0.818052,0.81912,0.651999,0.575258,0.824932,0.953742,0.401983,41.2617,26.6931,77.7849,18.2813,7.70024,180.598
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,108,987.118,989.057,796.225,922.134,924.071,757.461,948.82,950.758,773.48,160.787,400.736,601.572,1107.71,0.838954,0.848363,0.639296,0.791911,0.800953,0.616325,0.814272,0.823436,0.629277,0.471408,0.785924,0.917889,0.49484,35.3238,26.9137,105.949,25.8021,11.0017,258.777
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,109,995.522,1010.03,838.993,928.055,938.911,807.161,960.83,973.292,823.759,184.894,442.004,658.113,1124.16,0.828524,0.867069,0.685696,0.776227,0.806959,0.661215,0.800813,0.836129,0.674654,0.520471,0.792895,0.927284,0.432444,52.6876,25.7503,106.583,23.2624,9.30529,243.501
claude,0.024,oracle_infinite_hbm,Infinite-HBM oracle,110,957.478,964.851,799.111,887.228,894.594,756.689,931.974,939.345,785.934,155.892,391.177,581.042,1068.2,0.868373,0.886154,0.703133,0.813618,0.830424,0.677003,0.843218,0.860783,0.693484,0.537894,0.803751,0.923778,0.446871,46.6648,26.4813,105.453,22.627,8.72883,228.28
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,101,535.31,535.31,535.31,368.968,368.968,368.968,429.51,429.51,429.51,125.542,349.913,574.517,1059.63,0.522949,0.522949,0.522949,0.371819,0.371819,0.371819,0.427586,0.427586,0.427586,0.356361,0.653627,0.841617,8.71719,228.862,20.9405,29.2354,37.3865,18.5204,285.75
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,102,538.624,538.624,538.624,362.709,362.709,362.709,436.351,436.351,436.351,140.648,357.523,562.895,1066.85,0.590511,0.590511,0.590511,0.421461,0.421461,0.421461,0.487973,0.487973,0.487973,0.416029,0.679636,0.850127,5.51273,264.825,20.6162,30.4783,35.6269,14.1009,297.929
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,103,540.566,540.566,540.566,390.37,390.37,390.37,446.85,446.85,446.85,155.137,395.404,637.705,1070.93,0.567675,0.567675,0.567675,0.420011,0.420011,0.420011,0.472128,0.472128,0.472128,0.409016,0.694887,0.868939,6.56939,182.416,20.3704,31.0713,30.9718,14.7161,225.582
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,104,538.318,538.318,538.318,339.066,339.066,339.066,421.452,421.452,421.452,108.932,322.062,559.352,1101.81,0.569118,0.569118,0.569118,0.388613,0.388613,0.388613,0.460535,0.460535,0.460535,0.392711,0.681475,0.850658,6.54994,230.232,21.3012,30.4639,35.519,15.7443,268.691
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,105,511.182,511.182,511.182,301.045,301.045,301.045,380.95,380.95,380.95,105.323,336.891,556.226,1054.13,0.529074,0.529074,0.529074,0.341094,0.341094,0.341094,0.410937,0.410937,0.410937,0.350081,0.672767,0.854683,8.68296,265.061,21.2995,30.664,36.2105,17.3735,286.271
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,106,409.61,409.61,409.61,219.912,219.912,219.912,290.459,290.459,290.459,90.5506,282.646,509.05,1117.47,0.487232,0.487232,0.487232,0.307508,0.307508,0.307508,0.38118,0.38118,0.38118,0.340758,0.629143,0.825057,10.9333,307.147,21.7537,32.485,40.6306,19.7067,347.243
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,107,561.919,561.919,561.919,417.198,417.198,417.198,472.831,472.831,472.831,158.777,405.345,613.61,959.377,0.587955,0.587955,0.587955,0.448901,0.448901,0.448901,0.505639,0.505639,0.505639,0.431694,0.717591,0.880014,4.89852,187.732,19.1552,28.1486,28.8935,13.461,213.641
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,108,501.421,501.421,501.421,284.673,284.673,284.673,357.476,357.476,357.476,76.2683,282.714,523.551,1156.55,0.464519,0.464519,0.464519,0.285606,0.285606,0.285606,0.34927,0.34927,0.34927,0.270131,0.601535,0.811273,11.8527,226.894,21.6699,29.8154,42.0392,22.2484,287.288
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,109,644.864,644.864,644.864,457.195,457.195,457.195,523.678,523.678,523.678,139.149,396.878,630.457,1170.53,0.578295,0.578295,0.578295,0.426447,0.426447,0.426447,0.482918,0.482918,0.482918,0.386895,0.685095,0.858605,5.81906,170.429,20.5496,28.036,32.2587,15.9362,240.225
claude,0.026,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,110,549.524,549.524,549.524,314.665,314.665,314.665,397.539,397.539,397.539,98.3359,327.291,557.845,1076.41,0.555607,0.555607,0.555607,0.343743,0.343743,0.343743,0.425354,0.425354,0.425354,0.358718,0.669143,0.843511,7.64023,231.127,21.3152,31.7005,35.9503,16.6758,262.238
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,101,889.91,972.377,655.92,801.394,882.308,571.757,836.989,918.759,605.912,193.098,441.864,619.202,1100,0.749001,0.815804,0.582848,0.671691,0.737239,0.507023,0.697157,0.763732,0.531461,0.483727,0.787598,0.899281,0.485241,44.2708,20.0119,296.871,26.9711,10.5206,294.958
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,102,889.75,979.919,666.985,793.541,881.117,577.339,827.411,915.312,606.014,204.61,433.453,611.399,1103.02,0.791145,0.860867,0.632978,0.725354,0.794248,0.568946,0.748216,0.817627,0.590566,0.53543,0.806765,0.909176,0.418591,38.762,25.3773,234.243,25.7928,8.71536,301.502
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,103,868.833,960.235,718.133,786.465,875.954,638.342,820.029,910.533,670.38,225.641,506.923,684.834,1093.69,0.753275,0.832305,0.653892,0.680416,0.75858,0.582007,0.70813,0.786944,0.609289,0.5426,0.823319,0.918047,0.415052,38.1879,17.3746,319.946,23.4515,8.2681,289.585
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,104,935.186,1018.83,659.305,825.119,902.237,555.974,870.16,947.281,595.79,187.415,459.778,637.383,1149.46,0.760095,0.830758,0.589823,0.673568,0.743717,0.505253,0.705398,0.775752,0.535435,0.518232,0.801195,0.905233,0.499201,40.6278,19.8633,403.285,27.2996,9.17914,315.78
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,105,833.628,910.273,517.034,739.609,814.176,428.438,778.534,854.057,463.151,171.836,396.042,562.482,1080.81,0.742756,0.798278,0.532624,0.662817,0.717123,0.455319,0.6923,0.747518,0.482979,0.491388,0.776393,0.891996,0.459675,44.4061,30.1058,320.961,29.4106,10.274,348.014
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,106,860.07,996.052,368.764,755.13,888.307,282.987,794.108,928.89,314.076,155.094,338.643,495.203,1151.91,0.737902,0.833893,0.448548,0.665416,0.759727,0.380209,0.694746,0.790342,0.406478,0.474027,0.744618,0.8651,0.474388,52.7641,44.7131,274.311,33.832,11.2184,380.222
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,107,811.983,863.78,668.133,741.511,790.899,600.634,772.554,822.596,628.883,209.982,463.72,615.291,980.785,0.766926,0.823651,0.64936,0.685384,0.740851,0.56919,0.716263,0.77253,0.599154,0.539227,0.82102,0.917429,0.412651,51.395,16.5728,360.67,23.3076,8.5483,295.937
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,108,1008.63,1105.21,780.898,918.967,1008.47,698.757,946.268,1039.49,723.212,181.156,451.948,658.534,1232.79,0.746045,0.824793,0.594805,0.673081,0.748996,0.523377,0.701417,0.779103,0.551122,0.459268,0.757025,0.887131,0.490149,50.977,20.8694,315.005,31.0948,11.7908,340.594
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,109,977.176,1038.4,754.033,881.759,939.6,665.334,922.949,982.346,704.02,204.694,472.225,664.333,1192.46,0.756418,0.804924,0.621107,0.676557,0.723274,0.542508,0.702652,0.750526,0.567551,0.493687,0.775042,0.903409,0.426276,52.1717,20.893,280.975,27.8621,10.2003,307.622
claude,0.026,hbf_tp4x2,GPU+HBF hybrid,110,928.179,1008.9,724.88,825.43,902.96,626.222,870.626,949.019,669.452,188.377,405.993,586.065,1154.07,0.779415,0.848646,0.638353,0.697291,0.765439,0.559263,0.728602,0.797291,0.589057,0.525244,0.784399,0.891549,0.448562,59.0455,24.412,223.064,27.164,9.02862,314.091
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,101,978.55,993.06,752.099,933.14,943.919,728.641,952.349,965.246,741.21,167.642,411.795,605.764,1109.02,0.815037,0.857904,0.616353,0.771377,0.805171,0.592198,0.784418,0.822862,0.601043,0.470175,0.768542,0.911771,0.474553,46.3397,36.0086,109.721,27.3838,10.9594,327.161
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,102,945.663,989.267,699.494,902.276,939.596,669.911,922.558,961.893,687.134,183.032,403.327,583.404,1112.56,0.807962,0.890264,0.626547,0.782075,0.851073,0.606745,0.789913,0.862727,0.613036,0.513614,0.785994,0.907384,0.415605,54.3992,38.6581,120.603,26.687,9.50721,314.193
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,103,961.576,980.925,747.37,916.724,933.236,725.808,942.336,960.823,735.515,208.173,464.7,654.651,1105.44,0.817702,0.870464,0.634435,0.777108,0.819425,0.613223,0.797997,0.847313,0.623129,0.531711,0.787768,0.917196,0.424137,50.7805,23.6357,105.779,23.5544,8.79949,255.304
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,104,1020.9,1057.03,812.982,970.347,996.535,778.419,994.856,1023.48,796.091,143.922,381.989,570.787,1182.5,0.812729,0.868432,0.629022,0.775866,0.822709,0.603259,0.792057,0.841955,0.614969,0.490835,0.770265,0.904277,0.480834,57.3482,36.001,108.263,26.4568,10.3008,269.023
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,105,897.84,978.956,677.695,848.375,914.249,649.599,872.346,948.391,667.91,111.712,322.323,513.071,1107.58,0.751677,0.85587,0.588129,0.715544,0.803023,0.561105,0.734461,0.828846,0.576319,0.453608,0.749675,0.897207,0.435474,42.5361,42.5519,156.352,30.3515,11.7261,337.921
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,106,944.336,1026.98,526.516,888.482,951.808,496.68,917.224,988.92,513.308,94.1543,290.23,486.093,1203.23,0.761954,0.871442,0.477609,0.733112,0.818121,0.458065,0.746679,0.843738,0.467078,0.429981,0.721632,0.884345,0.540884,41.7761,47.3754,117.753,33.2608,13.1121,353.165
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,107,862.371,862.384,700.219,827.685,827.695,679.351,843.014,843.025,689.221,191.683,440.373,627.18,987.977,0.828868,0.83149,0.628663,0.793182,0.795348,0.611333,0.807776,0.81017,0.616805,0.529472,0.799339,0.941854,0.414787,43.9491,30.1436,84.4247,20.9823,9.1239,212.826
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,108,1088.93,1101.6,809.442,1030.53,1042.57,786.258,1053.21,1065.77,796.724,116.815,343.021,561.5,1235.41,0.819134,0.842099,0.577106,0.764517,0.785221,0.550452,0.782842,0.804736,0.56009,0.39624,0.720609,0.890885,0.51729,38.6096,35.0124,136.134,32.0692,13.5077,334.687
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,109,1034.03,1064.32,846.894,981.083,1008.31,817.643,1003.89,1032.4,832.263,171.24,435.127,655.704,1216.72,0.783349,0.842105,0.62753,0.736427,0.788643,0.606561,0.75885,0.812831,0.618395,0.470674,0.763729,0.910827,0.441432,60.3747,27.0875,118.841,26.5662,11.219,287.032
claude,0.026,oracle_infinite_hbm,Infinite-HBM oracle,110,996.577,1010.17,764.331,929.984,941.787,724.935,961.551,973.757,744.47,134.432,351.159,558.109,1137.57,0.845789,0.87469,0.647903,0.789496,0.814947,0.619001,0.816564,0.843524,0.634638,0.487005,0.763183,0.904346,0.467207,46.6374,36.8507,109.046,27.0614,10.3773,289.65
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,101,492.2,492.2,492.2,313.424,313.424,313.424,383.415,383.415,383.415,97.9066,322.25,580.868,1127.4,0.477283,0.477283,0.477283,0.311879,0.311879,0.311879,0.36796,0.36796,0.36796,0.306436,0.618315,0.822172,11.5484,254.735,21.7007,29.5135,42.1898,21.2539,300.225
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,102,567.041,567.041,567.041,359.939,359.939,359.939,431.203,431.203,431.203,122.633,360.773,599.985,1192.52,0.551166,0.551166,0.551166,0.38065,0.38065,0.38065,0.450695,0.450695,0.450695,0.367079,0.655795,0.841305,7.33367,282.814,21.0293,30.6762,38.2227,16.7789,322.797
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,103,476.483,476.483,476.483,307.056,307.056,307.056,367.251,367.251,367.251,107.374,347.607,607.411,1165.23,0.484951,0.484951,0.484951,0.326415,0.326415,0.326415,0.383788,0.383788,0.383788,0.325655,0.621319,0.831685,10.954,231.99,21.3413,32.9578,38.2394,20.2169,257.659
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,104,481.16,481.16,481.16,288.696,288.696,288.696,364.939,364.939,364.939,86.9868,306.164,552.429,1165.78,0.476121,0.476121,0.476121,0.29694,0.29694,0.29694,0.359715,0.359715,0.359715,0.304731,0.632607,0.831884,11.3344,269.045,21.6814,30.1487,40.5248,20.0991,339.632
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,105,426.031,426.031,426.031,200.27,200.27,200.27,278.502,278.502,278.502,89.9587,307.393,549.919,1121.41,0.470079,0.470079,0.470079,0.257981,0.257981,0.257981,0.33254,0.33254,0.33254,0.303106,0.622876,0.82253,11.7432,276.47,21.711,31.1898,40.881,19.8933,315.046
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,106,333.499,333.499,333.499,162.475,162.475,162.475,218.948,218.948,218.948,76.7657,258.747,491.591,1179.02,0.40821,0.40821,0.40821,0.245543,0.245543,0.245543,0.307066,0.307066,0.307066,0.27867,0.548976,0.784944,16.6201,288.469,21.7689,31.7081,45.9134,25.7312,331.227
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,107,493.157,493.157,493.157,324.325,324.325,324.325,383.55,383.55,383.55,124.516,366.005,595.666,1049.63,0.534389,0.534389,0.534389,0.35509,0.35509,0.35509,0.420701,0.420701,0.420701,0.368326,0.681222,0.848982,8.36022,248.891,21.1226,30.4751,36.1512,16.5966,280.491
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,108,406.9,406.9,406.9,205.038,205.038,205.038,262.176,262.176,262.176,69.597,258.737,512.025,1242.9,0.392133,0.392133,0.392133,0.229172,0.229172,0.229172,0.281823,0.281823,0.281823,0.237112,0.537503,0.777058,16.8109,251.751,21.8016,29.0791,47.344,26.9925,320.145
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,109,547.282,547.282,547.282,291.221,291.221,291.221,386.942,386.942,386.942,95.2605,331.603,585.072,1206.93,0.476767,0.476767,0.476767,0.288483,0.288483,0.288483,0.359833,0.359833,0.359833,0.291786,0.603612,0.802466,11.426,259.35,21.5862,29.1269,42.4144,21.6838,298.676
claude,0.028,baseline_cpu_ssd,2xGPU + CPU/SSD tiering,110,500.697,500.697,500.697,274.422,274.422,274.422,351.391,351.391,351.391,94.8671,318.415,565.115,1141.34,0.509234,0.509234,0.509234,0.319881,0.319881,0.319881,0.387369,0.387369,0.387369,0.334929,0.645121,0.834701,9.7223,275.039,21.5383,30.9355,39.1447,19.0131,298.637
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,101,908.331,1026.59,657.836,826.86,940.487,578.117,859.036,974.576,609.486,185.114,437.013,637.836,1193.32,0.708794,0.77903,0.544983,0.637091,0.706088,0.475536,0.661669,0.731229,0.49876,0.451409,0.759188,0.888162,0.491232,49.2631,21.4203,304.815,30.6935,12.1419,337.964
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,102,938.005,1052.17,570.43,827.807,940.67,466.283,893.586,1006.82,526.461,210.657,447.618,622.934,1218.57,0.755521,0.829346,0.536708,0.691309,0.764417,0.473926,0.716973,0.790593,0.498671,0.499387,0.778732,0.891513,0.409108,43.7297,36.9579,250.74,30.0843,10.0145,369.114
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,103,922.841,1036.55,666.855,840.518,953.023,589.061,873.893,986.969,618.407,207.711,481.185,690.308,1216.74,0.735492,0.811224,0.586744,0.670421,0.745348,0.523484,0.693654,0.768983,0.545509,0.503872,0.786081,0.904455,0.425837,39.7577,20.0963,284.861,27.5273,9.80596,352.495
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,104,956.923,1064.25,645.119,853.815,957.175,549.747,891.298,996.009,584.267,174.05,441.859,640.754,1235.73,0.722199,0.800635,0.5299,0.634344,0.712165,0.444092,0.668339,0.746672,0.476654,0.482695,0.774217,0.893406,0.518842,41.453,24.217,489.922,30.5182,10.768,355.231
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,105,822.471,948.851,489.178,732.873,855.897,403.99,764.124,890.066,431.791,170.079,401.399,575.733,1174.95,0.684264,0.769987,0.471172,0.606748,0.691154,0.396595,0.636539,0.721856,0.42446,0.435505,0.749012,0.872429,0.484872,46.5267,30.0952,359.253,33.723,12.6865,376.431
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,106,836.3,1021.51,424.35,756.578,939.153,351.71,788.285,972.969,379.39,163.05,362.486,536.677,1252.09,0.684903,0.791789,0.439341,0.617905,0.723327,0.374781,0.644236,0.750731,0.399259,0.456115,0.718549,0.859469,0.475014,51.2105,40.7568,304.309,35.7659,12.4523,403.415
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,107,864.783,960.978,615.504,785.057,879.351,541.588,820.569,915.966,571.492,205.123,455.262,629.87,1087.45,0.726233,0.804753,0.565749,0.6496,0.72701,0.491337,0.681253,0.759551,0.521324,0.496779,0.795646,0.903487,0.442388,36.3719,18.2572,405.137,26.824,10.1503,337.137
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,108,1039.52,1144.47,673.269,898.677,998.503,541.653,938.807,1040.52,579.331,151.99,414.445,626.041,1333.4,0.695048,0.758819,0.488452,0.602666,0.665403,0.398368,0.637826,0.701252,0.432265,0.395266,0.705044,0.856256,0.532531,56.0961,32.2711,362.29,37.8651,14.9154,412.287
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,109,963.209,1034.93,652.391,875.767,943.249,570.42,908.517,980.102,602.237,181.463,446.415,656.039,1254.66,0.712661,0.767545,0.541292,0.637829,0.691266,0.46739,0.665943,0.720517,0.49478,0.440724,0.74491,0.878656,0.451254,64.54,30.5716,321.135,32.5625,12.7368,383.934
claude,0.028,hbf_tp4x2,GPU+HBF hybrid,110,940.245,1035.45,666.374,839.727,932.365,574.33,884.734,977.807,613.646,185.903,411.793,584.738,1218.85,0.747413,0.815162,0.567585,0.665723,0.732709,0.488618,0.700577,0.76789,0.52173,0.490361,0.761791,0.876375,0.461315,61.6702,23.6618,240.273,30.4272,10.4213,333.67
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,101,970.919,1066.5,753.412,930.693,1008.89,726.32,948.001,1035.23,738.629,149.863,403.531,621.436,1209.74,0.707366,0.834685,0.564048,0.677147,0.79069,0.544939,0.689812,0.810688,0.553494,0.424731,0.747028,0.892567,0.486924,61.0512,40.0011,118.372,30.2117,12.82,357.184
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,102,1041.84,1102.94,715.258,995.555,1052.07,683.008,1023.94,1083.92,701.918,164.585,407.897,595.125,1254.75,0.807593,0.879833,0.593962,0.772419,0.836389,0.57214,0.789059,0.857613,0.580909,0.480072,0.761459,0.885612,0.419242,71.5875,36.5603,127.678,29.8204,10.6851,345.552
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,103,1025.87,1095.9,705.119,977.839,1034.71,680.957,1003.26,1065.58,690.859,182.07,444.537,646.931,1240.95,0.776285,0.878063,0.579447,0.743379,0.826482,0.559486,0.757806,0.85,0.566996,0.488142,0.76581,0.894664,0.438524,57.0875,31.4325,124.14,27.8122,10.5075,332.145
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,104,1013.86,1068.28,729.677,971.36,1015.5,701.212,990.853,1038.37,717.208,120.809,362.473,557.981,1254.33,0.744327,0.83985,0.520563,0.709684,0.793861,0.497164,0.723258,0.811183,0.506787,0.434259,0.740681,0.888776,0.495254,57.0985,42.4133,116.343,30.3793,12.3234,311.48
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,105,855.691,972.671,467.987,800.504,910.494,434.376,826.277,939.909,449.257,107.259,312.02,499.129,1177.93,0.70639,0.788152,0.400476,0.666104,0.740524,0.375471,0.681981,0.759774,0.384402,0.404048,0.714824,0.873884,0.448517,40.7983,58.3557,180.215,36.2402,14.0054,405.737
claude,0.028,oracle_infinite_hbm,Infinite-HBM oracle,106,931.575,1069.23,519.911,882.655,991.18,485.201,905.149,1021.61,499.692,84.615,283.166,493.544,1273.18,0.714516,0.854177,0.418792,0.683417,0.802408,0.398976,0.696881,0.82175,0.408268,0.395752,0.699346,0.873898,0.532879,48.2408,51.0611,127.439,36.1502,14.4509,376.264
