prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,256,16,8192,538.572
16,256,16,16384,1082.85
16,256,32,16,33.835
16,256,32,32,34.1223
16,256,32,64,34.5393
16,256,32,128,46.8903
16,256,32,256,60.9497
16,256,32,512,92.3093
16,256,32,1024,156.758
16,256,32,2048,284.353
16,256,32,4096,538.765
16,256,32,8192,1097.61
16,256,32,16384,2176.37
16,256,64,16,54.987
16,256,64,32,55.7863
16,256,64,64,56.715
16,256,64,128,83.67
16,256,64,256,115.926
16,256,64,512,178.059
16,256,64,1024,301.399
16,256,64,2048,543.117
16,256,64,4096,1212.26
16,256,64,8192,2467.08
16,256,64,16384,4917.97
16,256,128,16,98.0693
16,256,128,32,98.8803
16,256,128,64,102.432
16,256,128,128,161.345
16,256,128,256,233.323
16,256,128,512,374.422
16,256,128,1024,647.8
16,256,128,2048,1301.54
16,256,128,4096,4090.55
16,256,128,8192,8254.48
16,256,128,16384,21104.8
16,512,0,0,18.4213
16,512,1,16,17.4827
16,512,1,32,17.5787
16,512,1,64,17.5787
16,512,1,128,17.4933
