family,rate,hbf_system,slo_level,target_concurrency,baseline_goodput_tok_s,hbf_goodput_tok_s,oracle_goodput_tok_s,baseline_tco_usd,hbf_tco_usd,baseline_capex_usd,hbf_capex_usd,baseline_opex_usd,hbf_opex_usd,baseline_it_power_w,hbf_it_power_w,baseline_goodput_per_musd,hbf_goodput_per_musd,hbf_over_baseline_goodput,hbf_over_baseline_tco,hbf_over_baseline_goodput_per_dollar,hbf_occupied_bytes,retention_window_h,stale_byte_share,hbf_workload_write_bytes,hbf_refresh_write_bytes,hbf_write_bytes,refresh_share_of_writes,measurement_window_s,hbf_workload_tb_per_day,hbf_refresh_tb_per_day,hbf_write_tb_per_day,endurance_years_slc_100k_waf1,endurance_years_slc_100k_waf2,endurance_years_slc_100k_waf4
claude,0.0005,hbf_tp8_context,ttft5_tpot100,11.0,12.533532719127919,12.611152566591864,12.539328564363066,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,19.770017355419753,23.147073149775345,1.0061929744153846,0.8593938610889403,1.1708170374180178,158046191616.0,24.0,0.7167017776638553,607685443584.0,288856996772.6547,896542440356.6548,0.3221899865194827,220330.244889286,0.23829693627418427,0.11327198648418951,0.35156892275837376,7932.001695928192,3966.000847964096,1983.000423982048
claude,0.0005,hbf_tp4x2,ttft5_tpot100,11.0,12.533532719127919,12.514886466837874,12.539328564363066,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,19.770017355419753,22.970382047111812,0.9985122907716523,0.8593938610889403,1.1618797107841037,164758978560.0,24.0,0.7167017776638553,610677391360.0,301125786401.7636,911803177761.7637,0.3302530565214173,220330.244889286,0.23947019457095736,0.11808305282003305,0.3575532473909904,7799.244761174377,3899.6223805871887,1949.8111902935943
claude,0.001,hbf_tp8_context,ttft5_tpot100,21.0,24.014383924312366,24.163168020568005,24.093989221144255,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,37.87956656775717,44.35015869874226,1.0061956241194683,0.8593938610889403,1.1708201206423734,195522428928.0,24.0,0.7167017776638553,666207649792.0,187184046062.41412,853391695854.4141,0.2193413024426091,115411.08065629301,0.4987418938866873,0.1401312723858524,0.6388731662725396,4364.943526780476,2182.471763390238,1091.235881695119
claude,0.001,hbf_tp4x2,ttft5_tpot100,21.0,24.014383924312366,24.058478477201575,24.093989221144255,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,37.87956656775717,44.15800683113749,1.001836172563418,0.8593938610889403,1.1657474156191767,196788617216.0,24.0,0.7167017776638553,694050816000.0,188396235621.04504,882447051621.045,0.21349296286384925,115411.08065629301,0.5195860758031143,0.14103875178271919,0.6606248275858335,4221.223870355896,2110.611935177948,1055.305967588974
claude,0.002,hbf_tp8_context,ttft5_tpot100,42.0,43.344965707680565,43.67309711226191,43.59572730268595,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,68.37104458211714,80.15955466376246,1.0075702310343089,0.8593938610889403,1.172419628129079,251420868608.0,24.0,0.7167017776638553,684814761984.0,120349301378.36491,805164063362.3649,0.14947177457943947,57705.540328145995,1.0253434089509477,0.18019378347314416,1.2055371924240919,2313.1972278247727,1156.5986139123863,578.2993069561932
claude,0.002,hbf_tp4x2,ttft5_tpot100,42.0,43.344965707680565,43.17153926353401,43.59572730268595,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,68.37104458211714,79.23897296815252,0.9959989253350401,0.8593938610889403,1.1589551315540083,251300413440.0,24.0,0.7167017776638553,765440131072.0,120291642300.9921,885731773372.9921,0.13581046307383157,57705.540328145995,1.1460602733904874,0.1801074530401098,1.3261677264305973,2102.7847654389493,1051.3923827194747,525.6961913597373
claude,0.004,hbf_tp8_context,ttft5_tpot100,84.0,87.57560027331431,89.63726250984841,89.5506272698887,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,138.13911656945794,164.52423847107556,1.0235415141900241,0.8593938610889403,1.1910039861037542,466560712704.0,24.0,0.7167017776638553,970467115008.0,111665861579.8207,1082132976587.8207,0.10319051724301503,28852.770164072997,2.9060765486254008,0.3343848921830721,3.2404614408084726,860.5704287779831,430.28521438899156,215.14260719449578
claude,0.004,hbf_tp4x2,ttft5_tpot100,84.0,87.57560027331431,88.87278363284967,89.5506272698887,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,138.13911656945794,163.12107976738778,1.0148121549322755,0.8593938610889403,1.1808464091730935,466229493760.0,24.0,0.7167017776638553,1051457257472.0,111586588191.07143,1163043845663.0715,0.09594357822980781,28852.770164072997,3.1486025961798516,0.3341475069771113,3.482750103156963,800.7020914383957,400.3510457191978,200.1755228595989
claude,0.008,hbf_tp8_context,ttft5_tpot100,168.0,188.2475051481662,201.40487840930925,200.80209400070308,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,296.93594992686684,369.66751679872567,1.0698940113484485,0.8593938610889403,1.2449402535791714,928731660288.0,24.0,0.7167017776638553,1191280836608.0,111140542054.5005,1302421378662.5005,0.0853337820426707,14426.385082036,7.134612288361647,0.6656236319011134,7.800235920262761,357.5078138740616,178.7539069370308,89.3769534685154
claude,0.008,hbf_tp4x2,ttft5_tpot100,168.0,188.2475051481662,199.92684586370515,200.80209400070308,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,296.93594992686684,366.9546697952347,1.062042472787867,0.8593938610889403,1.2358041183144481,927853477888.0,24.0,0.7167017776638553,1484658016256.0,111035450700.20291,1595693466956.203,0.06958444901827157,14426.385082036,8.891655939799367,0.6649942370139202,9.556650176813287,291.8015455165438,145.9007727582719,72.95038637913595
claude,0.012,hbf_tp8_context,ttft5_tpot100,253.0,281.72666912431725,325.28851423016494,321.67676768851373,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,444.38717023271084,597.0490796863138,1.1546244991333254,0.8593938610889403,1.3435335664026011,1439285575680.0,24.0,0.7167017776638553,1376233783296.0,114371546433.22945,1490605329729.2295,0.07672825539541389,9579.575864751,12.41251184348391,1.0315385306558014,13.444050374139714,207.42597758478828,103.71298879239414,51.85649439619707
claude,0.012,hbf_tp4x2,ttft5_tpot100,253.0,281.72666912431725,323.80087007960935,321.67676768851373,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,444.38717023271084,594.3185911134481,1.1493440471435314,0.8593938610889403,1.3373891753045506,1433245286400.0,24.0,0.7167017776638553,1852260384768.0,113891560225.11972,1966151944993.1196,0.057926123418461574,9579.575864751,16.70588546960842,1.0272094445912214,17.733094914199636,157.25654799953068,78.62827399976534,39.31413699988267
claude,0.016,hbf_tp8_context,ttft5_tpot100,337.0,409.22625908257027,494.9501381724263,508.2254175010739,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,645.5011867491133,908.4536082862329,1.2094779530571604,0.8593938610889403,1.407361639196058,1780460126208.0,24.0,0.7167017776638553,1872899801088.0,106216966155.24701,1979116767243.247,0.053668872859482075,7191.788408849,22.500459359301594,1.2760589375128857,23.77651829681448,117.28568736359874,58.64284368179937,29.321421840899685
claude,0.016,hbf_tp4x2,ttft5_tpot100,337.0,409.22625908257027,492.86855116203634,508.2254175010739,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,645.5011867491133,904.6329704386852,1.204391312197269,0.8593938610889403,1.401442768826835,1775734292480.0,24.0,0.7167017776638553,2452383072256.0,105935036942.81845,2558318109198.8184,0.041408078441032434,7191.788408849,29.462198468215142,1.2726719240790845,30.734870392294223,90.7322938395807,45.36614691979035,22.683073459895176
claude,0.02,hbf_tp8_context,ttft5_tpot100,421.0,472.34977413741854,625.9082169884427,660.1728051057167,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,745.070319900607,1148.8199200806496,1.3250947735318492,0.8593938610889403,1.5418946230926271,2211783966720.0,24.0,0.7167017776638553,2113234944000.0,105621456295.46558,2218856400295.466,0.04760175389511502,5756.847253639,31.715883906106058,1.5851895007566374,33.3010734068627,83.74040252349293,41.870201261746466,20.935100630873233
claude,0.02,hbf_tp4x2,ttft5_tpot100,421.0,472.34977413741854,625.706109836952,660.1728051057167,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,745.070319900607,1148.448963580445,1.3246668974904987,0.8593938610889403,1.541396741899005,2210124791808.0,24.0,0.7167017776638553,2869722218496.0,105542224113.16786,2975264442609.168,0.035473224699520245,5756.847253639,43.06940739505028,1.584000367147752,44.65340776219802,62.450895268867605,31.225447634433802,15.612723817216901
claude,0.024,hbf_tp8_context,ttft5_tpot100,505.0,487.16284706120035,750.1749926868432,867.3508037721173,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,768.4360153795304,1376.9047150261558,1.539885476103644,0.8593938610889403,1.7918274097890934,2726585237504.0,24.0,0.7167017776638553,2380930744320.0,108547354253.7667,2489478098573.7666,0.04360245399063923,4799.272660954,42.863248421554886,1.9541484866711418,44.817396908226016,62.22238425104128,31.11119212552064,15.55559606276032
claude,0.024,hbf_tp4x2,ttft5_tpot100,505.0,487.16284706120035,774.5946651968378,867.3508037721173,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,768.4360153795304,1421.7256735307567,1.5900117791608368,0.8593938610889403,1.8501549186610762,2711979360256.0,24.0,0.7167017776638553,3191266770944.0,107965883588.54846,3299232654532.5483,0.03272454382391702,4799.272660954,57.45150744462035,1.9436804284831604,59.39518787310351,46.95069401098531,23.475347005492655,11.737673502746327
claude,0.028,hbf_tp8_context,ttft5_tpot100,590.0,407.309462581821,784.3685657803483,985.9727120082864,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,642.477689628562,1439.665127563251,1.925731262928327,0.8593938610889403,2.2408017442528942,3055196110848.0,24.0,0.7167017776638553,2348361891840.0,104106686111.99431,2452468577951.994,0.0424497533007871,4107.852023359,49.39283749784771,2.189664483756459,51.58250198160417,54.061846254560926,27.030923127280463,13.515461563640232
claude,0.028,hbf_tp4x2,ttft5_tpot100,590.0,407.309462581821,847.772991869442,985.9727120082864,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,642.477689628562,1556.0404454379754,2.081397732563456,0.8593938610889403,2.421936933463908,3052185354240.0,24.0,0.7167017776638553,3189865807872.0,104004093714.7221,3293869901586.722,0.03157504601642624,4107.852023359,67.0920968508448,2.187506669143392,69.2796035199882,40.25203883781614,20.12601941890807,10.063009709454034
claude,0.032,hbf_tp8_context,ttft5_tpot100,674.0,240.54295005004266,810.5714001301908,1007.8955221229081,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,379.4252110544695,1487.7589810175323,3.3697574589550814,0.8593938610889403,3.921086258034532,3571370557440.0,24.0,0.7167017776638553,2478454341632.0,106528683244.17659,2584983024876.177,0.04121059295903091,3595.894204424,59.55082183829323,2.559607627213602,62.11042946550683,44.89818079753819,22.449090398769094,11.224545199384547
claude,0.032,hbf_tp4x2,ttft5_tpot100,674.0,240.54295005004266,831.8796836828786,1007.8955221229081,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,379.4252110544695,1526.869157148207,3.4583415706418084,0.8593938610889403,4.024163689346971,3536222257152.0,24.0,0.7167017776638553,3279898640384.0,105480261612.2764,3385378901996.2764,0.031157594073170727,3595.894204424,78.80744716586308,2.5344167779153297,81.3418639437784,34.28302667716731,17.141513338583653,8.570756669291827
claude,0.04,hbf_tp8_context,ttft5_tpot100,842.0,80.99850134208918,310.77704882119167,662.7660648089728,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,127.76459863165493,570.4140874000603,3.8368246778870074,0.8593938610889403,4.464570730148521,4318746329088.0,24.0,0.7167017776638553,2750391484416.0,103118632631.50189,2853510117047.502,0.03613746873208836,2878.423626819,82.55693221784593,3.095253171336619,85.65218538918253,32.55778330563485,16.278891652817425,8.139445826408712
claude,0.04,hbf_tp4x2,ttft5_tpot100,842.0,80.99850134208918,372.5678145524181,662.7660648089728,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,127.76459863165493,683.8276209219896,4.599687751985863,0.8593938610889403,5.352246461427576,4308976828416.0,24.0,0.7167017776638553,3079170244608.0,102885366430.14992,3182055611038.15,0.03233298817068236,2878.423626819,92.42569670960397,3.0882513528381086,95.51394806244207,29.19621006276483,14.598105031382415,7.299052515691208
claude,0.048,hbf_tp8_context,ttft5_tpot100,1011.0,24.502806531852865,177.8404657215228,175.83790402459033,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,38.64998969140837,326.41634040263415,7.257963102730125,0.8593938610889403,8.445444436307167,5202152128512.0,24.0,0.7167017776638553,2591717654528.0,103448318112.62927,2695165972640.6294,0.03838291191071778,2397.262802949,93.40836769158471,3.7283916781823594,97.13675936976708,28.708444770528434,14.354222385264217,7.1771111926321085
claude,0.048,hbf_tp4x2,ttft5_tpot100,1011.0,24.502806531852865,86.64034098020637,175.83790402459033,633966.7029018555,544827.0926086507,579814.697265625,481623.3719644202,54152.00563623046,63203.72064423047,14718.418579101562,17178.658579101564,38.64998969140837,159.02355473067513,3.535935398566556,0.8593938610889403,4.114452707500333,5200039673856.0,24.0,0.7167017776638553,2876128002048.0,103406310521.18369,2979534312569.1836,0.03470552766751621,2397.262802949,103.65883084293358,3.72687767817517,107.38570852110874,25.96849552849862,12.98424776424931,6.492123882124655
