family,rate,system,bucket,resume_count,resume_ttft_mean_s,resume_ttft_p50_s,resume_ttft_p90_s,resume_ttft_p95_s,turn_latency_mean_s,turn_latency_p90_s
claude,0.016,baseline_cpu_ssd,4h_12h,26,382.704194,10.394342,1126.990838,1671.305214,408.511615,1157.852226
claude,0.016,baseline_cpu_ssd,5m_30m,474,59.141265,9.826621,134.886495,251.15248,75.27648,168.324203
claude,0.016,baseline_cpu_ssd,gt_12h,25,123.100654,5.450374,444.823358,507.234406,148.017739,487.066975
claude,0.016,baseline_cpu_ssd,lt_1m,12187,15.054549,2.020286,24.254783,51.032669,26.744992,53.680006
claude,0.016,hbf_prefill_p4d4,1h_4h,57,154.033707,4.693163,433.639819,1057.427644,173.3138,491.416771
claude,0.016,hbf_prefill_p4d4,1m_5m,1113,62.667636,5.241502,82.077731,167.205553,80.235449,120.260707
claude,0.016,hbf_prefill_p4d4,30m_1h,115,240.435777,32.744596,908.459562,1292.56885,252.555762,915.493829
claude,0.016,hbf_prefill_p4d4,4h_12h,26,365.40908,16.898709,1045.289359,1606.722456,393.732229,1078.52786
claude,0.016,hbf_prefill_p4d4,5m_30m,478,64.95736,10.808602,154.865689,256.27828,82.389385,174.629864
claude,0.016,hbf_prefill_p4d4,gt_12h,24,113.077218,7.598574,389.892776,496.499782,136.893013,432.030265
claude,0.016,hbf_prefill_p4d4,lt_1m,12278,14.514543,1.554523,23.516899,54.109897,26.810528,55.866668
claude,0.016,oracle_infinite_hbm,1h_4h,58,4.220209,0.67469,13.958987,18.048453,63.955073,145.973528
claude,0.016,oracle_infinite_hbm,1m_5m,1264,5.014696,0.91191,6.180722,24.609046,48.072314,118.844505
claude,0.016,oracle_infinite_hbm,30m_1h,121,7.096041,1.238456,5.187776,43.758253,43.770814,89.539049
claude,0.016,oracle_infinite_hbm,4h_12h,27,12.724943,1.304024,45.248544,61.191711,96.05087,192.326782
claude,0.016,oracle_infinite_hbm,5m_30m,494,6.977244,0.810442,6.595143,44.992995,59.258996,139.031205
claude,0.016,oracle_infinite_hbm,gt_12h,25,10.946433,1.729855,30.180995,47.389032,83.656887,179.118447
claude,0.016,oracle_infinite_hbm,lt_1m,11536,3.468473,0.528473,3.984478,15.65652,40.698529,93.553444
claude,0.024,baseline_cpu_ssd,1h_4h,53,75.127124,12.855543,193.687733,277.393316,94.019647,253.767124
claude,0.024,baseline_cpu_ssd,1m_5m,886,49.721877,10.56896,79.875588,196.15483,68.959276,133.629801
claude,0.024,baseline_cpu_ssd,30m_1h,99,218.202756,30.174643,418.072468,1066.92604,235.139596,427.963759
claude,0.024,baseline_cpu_ssd,4h_12h,32,391.799023,54.197158,1188.160292,1714.018837,422.898375,1196.182221
claude,0.024,baseline_cpu_ssd,5m_30m,382,89.771615,12.698016,165.973719,458.039586,109.641819,215.434488
claude,0.024,baseline_cpu_ssd,gt_12h,16,55.23363,14.014822,135.304526,207.151932,80.719323,174.524419
claude,0.024,baseline_cpu_ssd,lt_1m,9631,18.198666,3.690267,38.025014,71.60286,30.617234,66.057485
claude,0.024,hbf_prefill_p4d4,1h_4h,52,193.758348,7.563769,90.511904,1004.160962,213.712694,124.370312
claude,0.024,hbf_prefill_p4d4,1m_5m,873,86.226288,11.366193,135.974661,279.155548,106.142068,176.449707
claude,0.024,hbf_prefill_p4d4,30m_1h,105,177.662495,39.956451,337.003252,730.182561,195.043076,351.579261
claude,0.024,hbf_prefill_p4d4,4h_12h,30,221.016583,49.822369,475.520675,963.23425,255.575064,505.541587
claude,0.024,hbf_prefill_p4d4,5m_30m,382,109.212972,12.99118,195.106089,454.318286,129.90655,231.69105
