family,rate,system,bucket,resume_count,resume_ttft_mean_s,resume_ttft_p50_s,resume_ttft_p90_s,resume_ttft_p95_s,turn_latency_mean_s,turn_latency_p90_s
codex,0.001,oracle_infinite_hbm,16k_64k,2630,0.313191,0.132839,0.59437,0.963095,2.106847,4.620518
codex,0.001,oracle_infinite_hbm,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.001,oracle_infinite_hbm,64k_128k,5550,0.488958,0.237518,0.833738,1.473824,2.014659,4.40436
codex,0.001,oracle_infinite_hbm,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.001,oracle_infinite_hbm,lt_16k,743,5.094114,0.465203,19.105404,27.646263,7.177042,22.818166
codex,0.002,baseline_cpu_ssd,128k_256k,7226,1.070903,0.431611,1.839403,3.419124,2.92349,6.486663
codex,0.002,baseline_cpu_ssd,16k_64k,2681,0.625587,0.139474,0.807972,1.573278,2.619594,5.788612
codex,0.002,baseline_cpu_ssd,256k_512k,1,0.545132,0.545132,0.545132,0.545132,1.224173,1.224173
codex,0.002,baseline_cpu_ssd,64k_128k,5394,0.810355,0.255999,1.258705,2.361359,2.53403,5.495922
codex,0.002,baseline_cpu_ssd,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.002,baseline_cpu_ssd,lt_16k,789,6.762838,1.002434,24.876148,31.994931,9.183429,29.308939
codex,0.002,hbf_prefill_p4d4,128k_256k,7216,1.147311,0.438125,1.895988,3.619403,3.011013,6.595521
codex,0.002,hbf_prefill_p4d4,16k_64k,2680,0.647364,0.146631,0.902892,1.770099,2.630796,5.716345
codex,0.002,hbf_prefill_p4d4,256k_512k,1,0.546538,0.546538,0.546538,0.546538,1.164566,1.164566
codex,0.002,hbf_prefill_p4d4,64k_128k,5382,0.814832,0.259255,1.319029,2.414101,2.544521,5.649709
codex,0.002,hbf_prefill_p4d4,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.002,hbf_prefill_p4d4,lt_16k,789,7.512624,1.196576,27.355845,34.941006,9.954692,31.675108
codex,0.002,oracle_infinite_hbm,128k_256k,7225,1.06647,0.431296,1.7753,3.334373,2.92184,6.470639
codex,0.002,oracle_infinite_hbm,16k_64k,2681,0.641452,0.140476,0.794981,1.645069,2.628041,5.653334
codex,0.002,oracle_infinite_hbm,256k_512k,1,0.545132,0.545132,0.545132,0.545132,1.163159,1.163159
codex,0.002,oracle_infinite_hbm,64k_128k,5391,0.802521,0.257839,1.236385,2.296982,2.535954,5.526329
codex,0.002,oracle_infinite_hbm,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.002,oracle_infinite_hbm,lt_16k,789,6.728831,0.883544,24.723923,32.032651,9.14941,29.110688
codex,0.003,baseline_cpu_ssd,128k_256k,7869,1.526837,0.46893,2.814976,6.865375,3.705833,8.659375
codex,0.003,baseline_cpu_ssd,16k_64k,2854,1.104571,0.158121,1.368183,5.286502,3.333281,7.726287
codex,0.003,baseline_cpu_ssd,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.003,baseline_cpu_ssd,64k_128k,6025,1.135342,0.281465,1.749317,3.979222,3.107245,7.000129
codex,0.003,baseline_cpu_ssd,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.003,baseline_cpu_ssd,lt_16k,841,7.962551,1.392095,26.516726,35.198946,10.873763,33.091478
codex,0.003,hbf_prefill_p4d4,128k_256k,7863,1.576503,0.473251,2.853174,6.826501,3.761551,8.567606
codex,0.003,hbf_prefill_p4d4,16k_64k,2853,1.239316,0.167445,1.509934,5.443904,3.467826,7.559885
codex,0.003,hbf_prefill_p4d4,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.003,hbf_prefill_p4d4,64k_128k,6018,1.313681,0.288051,2.04319,5.770814,3.28558,7.551423
codex,0.003,hbf_prefill_p4d4,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.003,hbf_prefill_p4d4,lt_16k,841,8.774371,2.194881,28.241818,39.942192,11.712149,35.647087
codex,0.003,oracle_infinite_hbm,128k_256k,7849,1.476532,0.464265,2.641766,5.907419,3.639848,8.450712
codex,0.003,oracle_infinite_hbm,16k_64k,2855,1.114849,0.160564,1.52697,4.43794,3.334701,7.460838
codex,0.003,oracle_infinite_hbm,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.003,oracle_infinite_hbm,64k_128k,6043,1.123345,0.279782,1.783602,4.243298,3.081684,6.970012
codex,0.003,oracle_infinite_hbm,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.003,oracle_infinite_hbm,lt_16k,841,8.025123,1.722205,27.367988,35.661641,10.984423,34.570125
codex,0.004,baseline_cpu_ssd,128k_256k,7505,1.64418,0.479353,2.801303,6.833158,3.894858,9.145358
codex,0.004,baseline_cpu_ssd,16k_64k,2508,1.000006,0.174183,1.491169,3.834496,3.635602,8.875363
codex,0.004,baseline_cpu_ssd,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.004,baseline_cpu_ssd,64k_128k,5926,1.334746,0.292267,2.116928,5.085184,3.572674,8.038742
codex,0.004,baseline_cpu_ssd,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.004,baseline_cpu_ssd,lt_16k,776,8.051061,2.312447,25.811406,33.960724,11.347112,33.410378
codex,0.004,hbf_prefill_p4d4,128k_256k,7491,1.753496,0.498055,2.922736,7.395449,4.016913,9.236117
codex,0.004,hbf_prefill_p4d4,16k_64k,2507,1.201487,0.184656,1.681004,4.523247,3.81205,8.894096
codex,0.004,hbf_prefill_p4d4,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.004,hbf_prefill_p4d4,64k_128k,5899,1.485073,0.296507,2.242339,6.097181,3.729963,8.225322
codex,0.004,hbf_prefill_p4d4,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.004,hbf_prefill_p4d4,lt_16k,774,8.867107,2.632147,27.752235,38.858952,12.106373,35.430694
codex,0.004,oracle_infinite_hbm,128k_256k,7519,1.653545,0.483459,2.796159,6.766457,3.903136,9.16739
codex,0.004,oracle_infinite_hbm,16k_64k,2508,0.924468,0.174174,1.353996,3.255091,3.521386,8.393979
codex,0.004,oracle_infinite_hbm,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.004,oracle_infinite_hbm,64k_128k,5920,1.329934,0.298955,2.144757,5.138423,3.565676,8.106547
codex,0.004,oracle_infinite_hbm,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.004,oracle_infinite_hbm,lt_16k,775,8.138275,2.297597,27.746138,35.010089,11.351694,34.319152
codex,0.006,baseline_cpu_ssd,128k_256k,7564,2.826784,0.583897,8.068523,15.556173,5.751892,14.93516
codex,0.006,baseline_cpu_ssd,16k_64k,2690,2.063817,0.255209,4.550247,12.452603,5.509534,14.165803
codex,0.006,baseline_cpu_ssd,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.006,baseline_cpu_ssd,64k_128k,5990,2.375541,0.352082,6.302623,13.906844,5.266573,14.00853
codex,0.006,baseline_cpu_ssd,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.006,baseline_cpu_ssd,lt_16k,816,8.753906,2.150188,27.497043,35.969499,12.305973,34.585603
codex,0.006,hbf_prefill_p4d4,128k_256k,7545,2.935072,0.593739,8.163774,15.730073,5.813536,14.882096
codex,0.006,hbf_prefill_p4d4,16k_64k,2697,2.407118,0.296768,6.239946,14.368902,5.851394,14.574841
codex,0.006,hbf_prefill_p4d4,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.006,hbf_prefill_p4d4,64k_128k,5975,2.639112,0.371679,7.49255,14.637655,5.563684,14.566266
codex,0.006,hbf_prefill_p4d4,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.006,hbf_prefill_p4d4,lt_16k,813,10.230701,3.119122,30.827278,43.131031,13.801961,36.406681
codex,0.006,oracle_infinite_hbm,128k_256k,7570,2.587646,0.561997,6.807748,13.718684,5.447026,13.934025
codex,0.006,oracle_infinite_hbm,16k_64k,2682,2.147057,0.232422,4.822253,13.49147,5.538722,14.164331
codex,0.006,oracle_infinite_hbm,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.006,oracle_infinite_hbm,64k_128k,5972,2.339517,0.348339,5.851271,14.048737,5.216825,13.981313
codex,0.006,oracle_infinite_hbm,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.006,oracle_infinite_hbm,lt_16k,816,9.079763,2.688077,27.796198,38.009349,12.541893,34.973826
codex,0.008,baseline_cpu_ssd,128k_256k,7148,5.797504,1.409096,18.217332,26.558738,10.082152,26.11797
codex,0.008,baseline_cpu_ssd,16k_64k,2535,4.059166,0.655506,13.795787,22.030141,9.125325,24.631009
codex,0.008,baseline_cpu_ssd,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.008,baseline_cpu_ssd,64k_128k,5475,4.510496,0.858659,14.83324,24.131537,8.798487,23.760681
codex,0.008,baseline_cpu_ssd,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.008,baseline_cpu_ssd,lt_16k,804,12.026139,4.579549,35.601247,45.18446,17.288704,43.765029
codex,0.008,hbf_prefill_p4d4,128k_256k,7013,6.400809,1.533419,20.189304,29.830581,10.703404,28.214225
codex,0.008,hbf_prefill_p4d4,16k_64k,2497,4.638436,0.788952,15.2545,24.011998,9.799296,24.9934
codex,0.008,hbf_prefill_p4d4,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.008,hbf_prefill_p4d4,64k_128k,5414,4.927688,0.868244,16.43088,26.376829,9.15998,25.614472
codex,0.008,hbf_prefill_p4d4,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.008,hbf_prefill_p4d4,lt_16k,797,14.680776,6.458531,40.45125,51.233799,20.029954,48.059233
codex,0.008,oracle_infinite_hbm,128k_256k,7308,4.764035,0.847347,15.88345,24.173232,9.197914,24.205621
codex,0.008,oracle_infinite_hbm,16k_64k,2541,4.071898,0.475821,13.477962,22.69195,9.326603,23.934144
codex,0.008,oracle_infinite_hbm,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.008,oracle_infinite_hbm,64k_128k,5487,4.252927,0.640512,14.507068,23.984426,8.628044,23.781452
codex,0.008,oracle_infinite_hbm,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.008,oracle_infinite_hbm,lt_16k,809,13.278221,5.226323,37.949223,51.36115,18.755565,46.878637
codex,0.012,baseline_cpu_ssd,128k_256k,5195,20.627328,15.498036,44.92621,56.589145,26.157824,53.370242
codex,0.012,baseline_cpu_ssd,16k_64k,2481,5.737192,2.258095,16.162755,24.256135,12.684919,28.714778
codex,0.012,baseline_cpu_ssd,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.012,baseline_cpu_ssd,64k_128k,4484,10.001905,5.828245,25.880378,33.275397,16.176803,36.107547
codex,0.012,baseline_cpu_ssd,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.012,baseline_cpu_ssd,lt_16k,672,12.422815,5.296808,35.838429,47.748801,19.294994,47.163929
codex,0.012,hbf_prefill_p4d4,128k_256k,5207,19.878001,13.279319,43.64092,56.015013,25.727485,52.340871
codex,0.012,hbf_prefill_p4d4,16k_64k,2472,6.51927,2.031935,17.903402,26.533378,13.945486,31.324037
codex,0.012,hbf_prefill_p4d4,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.012,hbf_prefill_p4d4,64k_128k,4493,9.72496,5.069031,24.881046,34.299563,16.158808,36.451654
codex,0.012,hbf_prefill_p4d4,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.012,hbf_prefill_p4d4,lt_16k,667,13.810503,5.81359,36.982072,51.064709,20.993773,51.330636
codex,0.012,oracle_infinite_hbm,128k_256k,5977,5.84768,1.457717,18.900912,28.066015,12.724702,31.797822
codex,0.012,oracle_infinite_hbm,16k_64k,2524,5.512328,1.032753,18.301527,25.980754,14.186494,32.575941
codex,0.012,oracle_infinite_hbm,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.012,oracle_infinite_hbm,64k_128k,5024,5.45922,1.105686,18.482359,27.320156,13.023732,32.234071
codex,0.012,oracle_infinite_hbm,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.012,oracle_infinite_hbm,lt_16k,695,11.589099,4.738811,32.620938,46.045833,19.80502,47.667799
codex,0.016,baseline_cpu_ssd,128k_256k,3579,45.780206,39.94363,90.552855,113.643582,51.859332,98.429917
codex,0.016,baseline_cpu_ssd,16k_64k,2141,9.947585,5.581623,25.232651,32.903855,17.425657,36.838846
codex,0.016,baseline_cpu_ssd,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.016,baseline_cpu_ssd,64k_128k,3455,19.438696,15.336953,43.262795,52.774487,26.181972,52.841123
codex,0.016,baseline_cpu_ssd,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.016,baseline_cpu_ssd,lt_16k,574,15.161683,4.994555,40.814003,62.322701,22.094975,53.843968
codex,0.016,hbf_prefill_p4d4,128k_256k,3839,38.986713,32.646147,73.23162,90.272225,45.725541,81.619552
codex,0.016,hbf_prefill_p4d4,16k_64k,2124,8.446025,3.800172,23.775632,31.380653,16.930236,36.201576
codex,0.016,hbf_prefill_p4d4,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.016,hbf_prefill_p4d4,64k_128k,3602,16.882247,11.29658,37.688958,46.868858,24.479858,48.702888
codex,0.016,hbf_prefill_p4d4,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.016,hbf_prefill_p4d4,lt_16k,581,15.639046,5.257374,43.936294,65.813402,23.870717,61.271954
codex,0.016,oracle_infinite_hbm,128k_256k,5261,8.326006,3.471138,24.683552,29.803286,18.328301,39.363421
codex,0.016,oracle_infinite_hbm,16k_64k,2238,8.129629,3.530105,24.813061,29.426451,20.40342,40.858174
codex,0.016,oracle_infinite_hbm,256k_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.016,oracle_infinite_hbm,64k_128k,4183,8.139083,3.411078,24.376312,29.990926,18.401788,38.445158
codex,0.016,oracle_infinite_hbm,gt_512k,0,0.0,0.0,0.0,0.0,0.0,0.0
codex,0.016,oracle_infinite_hbm,lt_16k,626,12.905633,6.910385,37.026,44.088383,24.070342,52.739782
