family,rate,system,output_tokens_per_s,slo_level,slo_good_tokens_per_s,capex_usd,power_w,energy_usd,ssd_sets_consumed,ssd_replacement_usd,tco_usd,tco_usd_per_hour,ssd_write_gb_per_s,ssd_budget_gb_per_s,ssd_endurance_multiple,good_tokens_per_usd_hour
claude,0.002,baseline_cpu_ssd,54.81394,ttft5_tpot100,53.3,292407.3486,7409.2093,27259.9628,0.0,0.0,319667.3115,7.2983,0.0,0.3556,0.0,7.3
claude,0.002,hbf_prefill_p4d4,54.81394,ttft5_tpot100,53.2,249771.686,8829.6893,32486.1928,0.0,0.0,282257.8788,6.4442,0.0,0.3556,0.0,8.26
claude,0.008,baseline_cpu_ssd,393.190946,ttft5_tpot100,267.3,292407.3486,7409.2093,27259.9628,0.2792,0.0,319667.3115,7.2983,0.1418,0.3556,0.399,36.62
claude,0.008,hbf_prefill_p4d4,393.565538,ttft5_tpot100,273.7,249771.686,8829.6893,32486.1928,0.0,0.0,282257.8788,6.4442,0.0,0.3556,0.0,42.47
claude,0.032,baseline_cpu_ssd,1203.577123,ttft5_tpot100,9.4,292407.3486,7409.2093,27259.9628,21.5887,82354.8875,402022.199,9.1786,10.9657,0.3556,30.841,1.02
claude,0.032,hbf_prefill_p4d4,1298.465343,ttft5_tpot100,13.0,249771.686,8829.6893,32486.1928,0.0,0.0,282257.8788,6.4442,0.0,0.3556,0.0,2.02
