family,rate,system,seeds,target_concurrency_mean,scored_calls_mean,output_tokens_per_s_mean,first_ttft_p50_s_mean,first_ttft_p95_s_mean,resume_ttft_p50_s_mean,resume_ttft_p95_s_mean,resume_ttft_p99_s_mean,tpot_p50_ms_mean,tpot_p95_ms_mean,turn_latency_mean_s_mean,turn_latency_p50_s_mean,turn_latency_p99_s_mean,wall_s_mean,slo_names,slo_good_tokens_per_s
claude,0.002,baseline_cpu_ssd,1,42.0,1424.0,54.81394,0.277028,1.511988,0.242703,2.712518,24.82111,4.214734,20.403432,4.38741,1.764786,40.07224,29.122546,ttft10_tpot100|ttft10_tpot150|ttft10_tpot50|ttft3_tpot100|ttft3_tpot150|ttft3_tpot50|ttft5_tpot100|ttft5_tpot150|ttft5_tpot50,54.0|54.0|54.0|52.7|52.7|52.7|53.3|53.3|53.3
claude,0.002,hbf_prefill_p4d4,1,42.0,1424.0,54.81394,0.424648,1.884908,0.247135,2.926192,26.606186,4.216025,20.707951,4.464495,1.787833,40.099839,29.491113,ttft10_tpot100|ttft10_tpot150|ttft10_tpot50|ttft3_tpot100|ttft3_tpot150|ttft3_tpot50|ttft5_tpot100|ttft5_tpot150|ttft5_tpot50,54.0|54.0|54.0|52.7|52.7|52.7|53.2|53.2|53.2
claude,0.002,oracle_infinite_hbm,1,42.0,1424.0,54.81394,0.277028,1.511988,0.242738,2.712518,24.82111,4.214734,20.406893,4.387409,1.763072,40.072125,27.864484,ttft10_tpot100|ttft10_tpot150|ttft10_tpot50|ttft3_tpot100|ttft3_tpot150|ttft3_tpot50|ttft5_tpot100|ttft5_tpot150|ttft5_tpot50,54.0|54.0|54.0|52.7|52.7|52.7|53.3|53.3|53.3
claude,0.008,baseline_cpu_ssd,1,168.0,2593.0,393.190946,0.340346,5.618888,1.077734,26.688901,56.467511,18.6952,25.583004,16.223727,7.685731,172.144981,39.442699,ttft10_tpot100|ttft10_tpot150|ttft10_tpot50|ttft3_tpot100|ttft3_tpot150|ttft3_tpot50|ttft5_tpot100|ttft5_tpot150|ttft5_tpot50,316.1|316.1|316.1|249.3|249.3|249.3|267.3|267.3|267.3
claude,0.008,hbf_prefill_p4d4,1,168.0,2595.0,393.565538,0.440209,6.481198,1.168264,22.667045,62.404515,17.581426,23.858588,15.868331,7.723616,155.488177,41.341881,ttft10_tpot100|ttft10_tpot150|ttft10_tpot50|ttft3_tpot100|ttft3_tpot150|ttft3_tpot50|ttft5_tpot100|ttft5_tpot150|ttft5_tpot50,312.7|312.7|312.7|250.7|250.7|250.7|273.7|273.7|273.7
claude,0.008,oracle_infinite_hbm,1,168.0,2595.0,393.565538,0.378023,8.257361,0.460884,26.124766,39.289477,20.661748,62.512372,18.333501,7.469471,225.164629,22.581852,ttft10_tpot100|ttft10_tpot150|ttft10_tpot50|ttft3_tpot100|ttft3_tpot150|ttft3_tpot50|ttft5_tpot100|ttft5_tpot150|ttft5_tpot50,354.2|354.2|291.6|332.6|332.6|284.1|340.1|340.1|288.6
claude,0.032,baseline_cpu_ssd,1,674.0,2803.0,1203.577123,15.879071,59.182422,65.882918,185.857916,392.94042,20.187938,24.189339,86.50351,70.911147,397.220305,761.985023,ttft10_tpot100|ttft10_tpot150|ttft10_tpot50|ttft3_tpot100|ttft3_tpot150|ttft3_tpot50|ttft5_tpot100|ttft5_tpot150|ttft5_tpot50,17.3|17.3|17.3|6.4|6.4|6.4|9.4|9.4|9.4
claude,0.032,hbf_prefill_p4d4,1,674.0,2933.0,1298.465343,16.781443,68.841682,63.468687,176.582154,334.311142,22.527885,25.748777,80.415494,68.523772,362.939849,640.828669,ttft10_tpot100|ttft10_tpot150|ttft10_tpot50|ttft3_tpot100|ttft3_tpot150|ttft3_tpot50|ttft5_tpot100|ttft5_tpot150|ttft5_tpot50,39.9|39.9|39.9|8.4|8.4|8.4|13.0|13.0|13.0
claude,0.032,oracle_infinite_hbm,1,674.0,3128.0,811.752469,13.088776,81.668474,22.623761,93.226296,98.236781,210.971562,312.020415,81.288186,67.530461,435.29567,4.985204,ttft10_tpot100|ttft10_tpot150|ttft10_tpot50|ttft3_tpot100|ttft3_tpot150|ttft3_tpot50|ttft5_tpot100|ttft5_tpot150|ttft5_tpot50,0.2|0.2|0.2|0.2|0.2|0.2|0.2|0.2|0.2
