pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.0322,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.0323,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.0327,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.023,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.0257,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.0195,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0411,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0318,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.0397,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.0059,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.0058,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,0.0057,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.1013,4
0,n<=128,sr>70%,kvB<=1k,kp=0,0.0922,4
0,n<=128,sr>70%,kvB<=4k,kp=0,0.1184,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,-0.0005,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.0319,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.0006,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,-0.0059,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.0561,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,-0.0032,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0248,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.0556,2
0,n<=16,sr<=70%,kvB<=4k,kp=0,-0.0005,2
0,n<=16,sr>70%,kvB<=16k,kp=0,-0.0104,4
0,n<=16,sr>70%,kvB<=1k,kp=0,-0.0284,4
0,n<=16,sr>70%,kvB<=4k,kp=0,0.0255,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.0327,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.1413,2
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.012,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,0.0132,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.009,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,0.0084,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,0.004,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.0046,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,0.0029,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0149,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.0073,8
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.013,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,0.0031,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,-0.0014,2
0,n<=256,sr<=70%,kvB<=4k,kp=0,0.0086,2
0,n<=256,sr>70%,kvB<=16k,kp=0,0.0643,4
0,n<=256,sr>70%,kvB<=1k,kp=0,0.0867,4
0,n<=256,sr>70%,kvB<=4k,kp=0,0.0591,4
0,n<=32,sr<=15%,kvB<=16k,kp=0,-0.0007,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.0728,6
0,n<=32,sr<=15%,kvB<=4k,kp=0,-0.0001,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,-0.0079,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.0478,2
0,n<=32,sr<=40%,kvB<=4k,kp=0,-0.0108,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.0019,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.0427,2
0,n<=32,sr<=5%,kvB<=4k,kp=0,-0.0014,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,-0.0152,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,0.0771,2
0,n<=32,sr<=70%,kvB<=4k,kp=0,-0.02,2
0,n<=32,sr>70%,kvB<=16k,kp=0,0.0158,4
0,n<=32,sr>70%,kvB<=1k,kp=0,0.0502,4
0,n<=32,sr>70%,kvB<=4k,kp=0,-0.0453,4
0,n<=4,sr<=40%,kvB<=16k,kp=0,0.0046,2
0,n<=4,sr<=40%,kvB<=1k,kp=0,0.1529,4
0,n<=4,sr<=40%,kvB<=4k,kp=0,0.0127,3
0,n<=4,sr<=70%,kvB<=16k,kp=0,0.0416,2
0,n<=4,sr<=70%,kvB<=1k,kp=0,0.1769,2
0,n<=4,sr<=70%,kvB<=4k,kp=0,-0.0043,2
0,n<=4,sr>70%,kvB<=16k,kp=0,0.1445,2
0,n<=4,sr>70%,kvB<=1k,kp=0,0.267,2
0,n<=4,sr>70%,kvB<=4k,kp=0,0.0197,2
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.0675,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.0688,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,0.0694,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,0.0581,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.0665,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,0.0527,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.0984,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.0743,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.0946,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,0.0379,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,0.0491,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,0.0231,2
0,n<=64,sr>70%,kvB<=16k,kp=0,0.2338,4
0,n<=64,sr>70%,kvB<=1k,kp=0,0.1961,4
