prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,8.08533
0,0,1,32,8.17033
0,0,1,64,8.19233
0,0,1,128,11.7017
0,0,1,256,12.1067
0,0,1,512,12.566
0,0,1,768,12.9597
0,0,1,1024,13.5467
0,0,1,1152,13.589
0,0,1,1728,14.411
0,0,1,2048,15.0503
0,0,1,2592,15.9363
0,0,1,3888,22.0907
0,0,1,4096,22.3897
0,0,1,5832,26.5383
0,0,1,8192,29.6743
0,0,1,8748,30.496
0,0,1,13122,45.4933
0,0,1,16384,62.2293
0,0,2,16,12.7147
0,0,2,32,12.7893
0,0,2,64,12.9603
0,0,2,128,15.381
0,0,2,256,15.9037
0,0,2,512,17.28
0,0,2,768,18.8373
0,0,2,1024,20.6503
0,0,2,1152,21.376
0,0,2,1728,25.7173
0,0,2,2048,27.6477
0,0,2,2592,31.7973
0,0,2,3888,38.5597
0,0,2,4096,40.0007
0,0,2,5832,50.9977
0,0,2,8192,63.2857
0,0,2,8748,66.517
0,0,2,13122,88.6933
0,0,2,16384,107.52
0,0,4,16,13.1527
0,0,4,32,13.194
0,0,4,64,13.323
0,0,4,128,15.627
0,0,4,256,16.9073
0,0,4,512,19.8187
0,0,4,768,23.5843
0,0,4,1024,26.5167
0,0,4,1152,28.192
0,0,4,1728,36.0853
0,0,4,2048,39.7657
0,0,4,2592,46.069
0,0,4,3888,60.3417
0,0,4,4096,62.4323
0,0,4,5832,81.2267
0,0,4,8192,106.795
0,0,4,8748,112.213
0,0,4,13122,161.409
0,0,4,16384,196.543
0,0,8,16,13.175
0,0,8,32,13.2267
0,0,8,64,13.717
0,0,8,128,16.511
0,0,8,256,20.428
0,0,8,512,26.4
0,0,8,768,35.4453
0,0,8,1024,40.8107
0,0,8,1152,43.5833
0,0,8,1728,56.683
0,0,8,2048,63.7547
0,0,8,2592,75.7227
0,0,8,3888,103.434
0,0,8,4096,108.054
0,0,8,5832,145.27
0,0,8,8192,196.278
0,0,8,8748,209.088
0,0,8,13122,305.664
0,0,8,16384,375.253
0,0,16,16,13.5367
0,0,16,32,13.8137
0,0,16,64,15.0933
0,0,16,128,20.234
0,0,16,256,27.5623
0,0,16,512,43.4667
0,0,16,768,57.1623
0,0,16,1024,66.9123
0,0,16,1152,73.002
0,0,16,1728,98.4427
0,0,16,2048,112.374
0,0,16,2592,136.768
0,0,16,3888,196.874
0,0,16,4096,206.336
0,0,16,5832,283.637
0,0,16,8192,382.902
0,0,16,8748,406.486
0,0,16,13122,593.334
0,0,16,16384,733.708
0,0,32,16,18.25
0,0,32,32,18.9753
0,0,32,64,21.6323
0,0,32,128,29.8357
0,0,32,256,45.2793
0,0,32,512,71.9893
0,0,32,768,94.336
0,0,32,1024,120.513
0,0,32,1152,131.872
0,0,32,1728,184.469
0,0,32,2048,214.027
0,0,32,2592,261.707
0,0,32,3888,373.356
0,0,32,4096,392.417
0,0,32,5832,542.507
0,0,32,8192,748.76
0,0,32,8748,794.988
0,0,32,13122,1163.51
0,0,32,16384,1450.24
0,0,64,16,24.1717
0,0,64,32,26.112
0,0,64,64,30.9443
0,0,64,128,46.741
0,0,64,256,76.0853
0,0,64,512,127.275
0,0,64,768,173.664
0,0,64,1024,219.179
0,0,64,1152,240.833
0,0,64,1728,339.361
0,0,64,2048,396.684
0,0,64,2592,486.924
0,0,64,3888,715.02
0,0,64,4096,750.542
0,0,64,5832,1051.64
0,0,64,8192,1455.1
0,0,64,8748,1546.61
0,0,64,13122,2294.84
0,0,64,16384,2858.22
0,0,128,16,39.0823
0,0,128,32,41.0243
0,0,128,64,47.2747
0,0,128,128,72.1173
0,0,128,256,121.045
0,0,128,512,215.585
0,0,128,768,303.969
0,0,128,1024,393.718
0,0,128,1152,436.236
0,0,128,1728,633.559
0,0,128,2048,746.072
0,0,128,2592,931.191
0,0,128,3888,1379.75
0,0,128,4096,1450.09
0,0,128,5832,2041.31
0,0,128,8192,2849.87
0,0,128,8748,3032.94
0,0,128,13122,4528.62
0,0,128,16384,5656.1
0,0,256,16,67.6477
0,0,256,32,69.632
0,0,256,64,74.7197
0,0,256,128,123.531
0,0,256,256,223.232
0,0,256,512,402.38
0,0,256,768,581.41
0,0,256,1024,760.163
0,0,256,1152,845.41
0,0,256,1728,1236.85
0,0,256,2048,1459.27
0,0,256,2592,1831.27
0,0,256,3888,2727.03
0,0,256,4096,2860.35
0,0,256,5832,4045.09
0,0,256,8192,5669.16
0,0,256,8748,6042.59
0,0,256,13122,9014.74
0,0,256,16384,11241.7
